Type,Method,Bg_RRGGBB, Bg_L,Bg_a,Bg_b,Bg_TD_RRGGBB,Bg_TD_L,Bg_TD_a,Bg_TD_b,Bg_ND_RRGGBB,Bg_ND_L,Bg_ND_a,Bg_ND_b,Fg_L,Fg_a,Fg_b,CD_Fg_L,CD_Fg_a,CD_Fg_b,Com_Fg_L,Com_Fg_a,Com_Fg_b,GammutFlag,ComS_Fg_L,ComS_Fg_a,ComS_Fg_b,Measured_L,Measured_a,Measured_b
BP,TD,0x39469e,32.91127083,24.71398711,-51.44824535,,15.26408965,16.43366418,-36.62239023,0x373fa6,31.33946152,32.58337179,-58.93719936,36.69905948,66.27215964,-31.15575169,38.794654,36.463993,-9.97873,33.18769261,56.79967248,-71.69450887,0,20.21766226,36.99171515,-48.44539377,46.29815,8.70306,-28.0772
BP,TD,0x39469e,32.91127083,24.71398711,-51.44824535,,15.26408965,16.43366418,-36.62239023,0x373fa6,31.33946152,32.58337179,-58.93719936,10.99689855,-12.58410689,0.450181071,27.24154896,-15.26253968,3.608699677,20.12849254,-15.80612813,-5.407139966,1,17.06708963,57.93698125,-71.97534898,45.23441,-19.1707,-18.75837
BP,TD,0x39469e,32.91127083,24.71398711,-51.44824535,,15.26408965,16.43366418,-36.62239023,0x373fa6,31.33946152,32.58337179,-58.93719936,48.25916086,8.814962938,18.64396621,48.921014,10.514582,14.264465,52.75594853,-18.64686929,22.97524103,1,37.90266282,-7.216482716,-23.32624627,53.41693,0.3567,-3.25669
BP,TD,0x39469e,32.91127083,24.71398711,-51.44824535,,15.26408965,16.43366418,-36.62239023,0x373fa6,31.33946152,32.58337179,-58.93719936,56.5425843,67.16789564,17.13416658,50.12083307,33.55927868,12.88727343,61.64396652,46.10307369,69.80841253,0,39.62018688,28.31524528,-17.78976778,54.54309,27.4034,21.33297
BP,TD,0x39469e,32.91127083,24.71398711,-51.44824535,,15.26408965,16.43366418,-36.62239023,0x373fa6,31.33946152,32.58337179,-58.93719936,81.00038841,-19.07186188,14.1961763,63.152334,-2.062165,10.415752,90.19105397,-62.43911765,71.87356116,0,56.36069126,-15.91810528,45.37812069,63.6885,-7.6841,11.26316
BP,TD,0x39469e,32.91127083,24.71398711,-51.44824535,,15.26408965,16.43366418,-36.62239023,0x373fa6,31.33946152,32.58337179,-58.93719936,52.47861227,42.80509892,-0.781513111,51.47346614,17.6500575,9.019667952,38.98544942,8.794307568,-9.00886791,0,41.50644336,5.618561204,-9.067461494,50.09702,3.98206,-9.43271
BP,TD,0x39469e,32.91127083,24.71398711,-51.44824535,,15.26408965,16.43366418,-36.62239023,0x373fa6,31.33946152,32.58337179,-58.93719936,76.29601076,3.70617286,78.51729472,57.97054664,14.06017607,48.30168066,81.94003189,-1.989456808,82.51589059,1,50.01784735,3.187732955,-12.28845168,61.64559,13.16472,22.26568
BP,TD,0x39469e,32.91127083,24.71398711,-51.44824535,,15.26408965,16.43366418,-36.62239023,0x373fa6,31.33946152,32.58337179,-58.93719936,76.24229749,-57.74274785,47.08265791,56.46626697,-12.64052115,-1.572677644,38.86818541,-28.59042057,23.36225842,0,48.11303302,-36.16660371,32.34158636,46.01534,-5.20629,-7.01325
BP,TD,0x39469e,32.91127083,24.71398711,-51.44824535,,15.26408965,16.43366418,-36.62239023,0x373fa6,31.33946152,32.58337179,-58.93719936,61.66693966,57.26651359,13.42566495,53.78211565,25.24789973,13.85761698,62.00322146,26.94753936,63.40598203,0,44.62277449,17.14374247,-4.524645308,56.12782,19.53193,16.24228
BP,TD,0x39469e,32.91127083,24.71398711,-51.44824535,,15.26408965,16.43366418,-36.62239023,0x373fa6,31.33946152,32.58337179,-58.93719936,90.37398843,-47.71986124,71.92172202,63.622901,-5.199684,30.222783,92.1632788,-47.1257266,88.69614303,1,56.92271334,-19.79906968,17.26192811,64.83537,0.06667,26.57853
BP,TD,0x39469e,32.91127083,24.71398711,-51.44824535,,15.26408965,16.43366418,-36.62239023,0x373fa6,31.33946152,32.58337179,-58.93719936,52.48442809,56.3993138,-66.51452891,52.062586,9.480217,-12.460341,34.48612692,-0.445588154,13.83275765,0,42.31320372,-6.325757773,32.44176449,57.40521,8.96989,2.08333
BP,TD,0x39469e,32.91127083,24.71398711,-51.44824535,,15.26408965,16.43366418,-36.62239023,0x373fa6,31.33946152,32.58337179,-58.93719936,43.28998909,-9.930014586,-18.79016902,46.2981469,-11.89955988,-3.263522988,29.38087818,-29.20216345,22.76488526,0,33.96954811,-58.87975761,-18.53974757,53.49243,-16.22352,1.71201
BP,TD,0x39469e,32.91127083,24.71398711,-51.44824535,,15.26408965,16.43366418,-36.62239023,0x373fa6,31.33946152,32.58337179,-58.93719936,24.67416239,27.70424689,7.998426327,63.70488468,-21.61572681,1.1781539,85.33735247,-78.12632325,56.53163956,0,57.02042475,-41.94987039,93.27600471,59.62583,-32.59042,0.87109
BP,TD,0x39469e,32.91127083,24.71398711,-51.44824535,,15.26408965,16.43366418,-36.62239023,0x373fa6,31.33946152,32.58337179,-58.93719936,32.54282142,61.34703302,-86.95880999,38.81197813,-5.851610222,-30.16334816,24.5807322,16.23509465,-42.43968556,0,20.2572843,-61.28862677,-20.18762657,43.06306,-7.06179,-22.10474
BP,TD,0x39469e,32.91127083,24.71398711,-51.44824535,,15.26408965,16.43366418,-36.62239023,0x373fa6,31.33946152,32.58337179,-58.93719936,71.32178974,52.31042959,-43.13424355,60.25735433,12.1609026,-1.785195866,76.24237727,-18.92634611,52.03109964,0,52.85480306,1.477837429,67.22448398,62.67611,4.13335,9.48686
