Type,Method,Bg_RRGGBB, Bg_L,Bg_a,Bg_b,Bg_TD_RRGGBB,Bg_TD_L,Bg_TD_a,Bg_TD_b,Bg_ND_RRGGBB,Bg_ND_L,Bg_ND_a,Bg_ND_b,Fg_L,Fg_a,Fg_b,CD_Fg_L,CD_Fg_a,CD_Fg_b,Com_Fg_L,Com_Fg_a,Com_Fg_b,GammutFlag,ComS_Fg_L,ComS_Fg_a,ComS_Fg_b,Measured_L,Measured_a,Measured_b
1,,,,,,,,,,,,,,29.52227942,3.448858612,38.77383516,20.04389707,4.135521291,2.382070242,12.09747756,35.24284003,-65.60226294,1,34.30466633,4.651202769,-4.990212919,35.713337,32.25164475,-61.45293539
1,,,,,,,,,,,,,,46.81811267,73.72264908,-44.5062869,40.36924534,70.23179855,-65.07411618,31.92927514,77.15133036,-54.43577107,1,45.80493649,77.87654743,-39.38441298,45.961175,65.82470902,-63.24160464
1,,,,,,,,,,,,,,43.06118399,7.14409525,-47.52560067,36.10914236,34.0003168,-73.46353017,25.69512335,31.44194995,-66.64174368,0,34.11103317,21.62273177,-46.60169473,38.07474387,30.16413741,-66.06953332
1,,,,,,,,,,,,,,37.97765419,53.41723037,-20.22763479,28.95372151,47.21436836,-34.97751802,11.95025218,62.38429883,-16.72683353,1,37.70645629,53.23274574,-6.354979471,36.64961416,43.51002852,-48.91692953
1,,,,,,,,,,,,,,43.47426594,13.80240333,18.08166975,33.33943788,5.541136098,4.927873314,21.10900431,-24.03947524,-41.75368385,1,43.43270665,-28.68616466,-4.616921897,42.65758305,14.15295305,-51.89211299
1,,,,,,,,,,,,,,90.53598349,-14.22167265,4.877997576,90.24100709,-23.67601078,-15.71758919,88.16263403,-29.1178344,-3.830962522,0,90.64366443,-14.20741054,9.436488637,90.66570016,-19.41997281,-16.09362041
1,,,,,,,,,,,,,,90.56597947,-0.002406856,-4.579563494,90.12102062,-4.587249429,-17.03272306,88.03780295,-8.797368281,-5.347300263,0,90.50973437,0.130700205,4.619400074,90.02622425,-3.45288408,-17.19616509
1,,,,,,,,,,,,,,60.83394682,2.66919799,65.17760492,51.96135243,-8.12991599,49.86726666,46.56364625,-21.83684423,-3.783537674,0,52.82616115,-23.53471957,9.297178782,52.87279882,-5.070062952,-34.30058719
1,,,,,,,,,,,,,,90.54457318,9.641299651,-0.04194459,88.6666435,3.926077091,-19.54026983,86.52330242,0.110714796,-7.958508068,0,85.84010225,-4.975571306,-18.68919167,87.25127512,4.052952565,-21.98056013
1,,,,,,,,,,,,,,46.51815111,72.94688096,34.77460449,42.33064482,48.89771482,30.83715586,34.58759819,49.75830937,-23.51074858,0,41.65856069,69.64368292,-7.880665873,43.30074397,56.83441128,-50.55276963
1,,,,,,,,,,,,,,43.07008199,-38.47058015,27.32335003,36.7900138,-32.68944175,17.67200499,26.74584193,-100.2852093,-35.50189556,1,66.52665939,-49.27132257,10.9513513,61.30754696,-17.09717027,-32.01837976
1,,,,,,,,,,,,,,39.07426328,-9.776085623,23.54959494,29.75053513,-12.70230303,10.35161159,13.90787416,-11.96539064,-59.6328789,1,38.58704261,-19.77480967,-14.29118733,40.34467287,17.11308027,-56.26589827
1,,,,,,,,,,,,,,57.31349071,33.02324956,9.124671102,46.02886259,32.73822665,-12.59598608,39.35876239,28.91759119,65.61898292,1,52.22556003,36.96098486,52.11373257,48.2474333,32.97697662,-19.68898506
1,,,,,,,,,,,,,,52.68379501,-28.60272264,4.435979997,45.80492973,-27.78360258,-5.466967485,39.07719998,-58.70056402,28.70577812,1,52.46430695,-54.03166625,42.58562259,52.16351927,-23.54019098,-15.60202993
1,,,,,,,,,,,,,,47.8831522,37.47580677,17.80104745,35.7036073,34.09897776,1.78075549,25.05690976,31.7056459,-30.20246792,0,38.34947391,37.85530985,3.780660998,38.8984325,33.81684605,-48.9694737
