FgR,FgG,FgB,BgX,BgY,BgZ,FgL,FgA,Fg_B,BFL,BFA,BFB,BFDis,BFTime,QCHSL,QCHSA,QCHSB,QCHSCycles,QCHSDis,QCHSOffSet,QCHSTime,QCHSRatio,QCDL,QCDA,QCDB,QCDCycles,QCDDis,QCDOffSet,QCDTime,QCDRatio,SCL,SCA,SCB,SCCycles,SCDis,SCOffSet,SCTime,SCRatio
175,27,226,0.401298865,0.195900495,0.075378578,47.38507598,87.41829083,-90.71538624,7,30,5,26.77219667,15334,11,29,11,9,39.81863533,13.04643866,140,109,12,30,13,35,46.32378728,19.55159061,368,41,12,28,13,12,46.17865963,19.40646296,203,75
15,234,115,0.374281371,0.089680306,0.341771026,87.17801607,-74.34091082,36.07476796,18,7,36,62.88166716,15330,17,3,39,13,64.401083,1.519415837,167,91,19,14,36,25,80.43487493,17.55320777,198,77,18,7,36,15,62.88166716,0,234,65
137,36,113,0.146328033,0.900864719,0.597741733,30.07142879,41.94283975,-33.7621356,12,39,10,138.865242,15682,15,31,15,12,146.4817786,7.616536526,154,101,19,21,22,22,178.0002503,39.13500826,154,101,16,29,16,10,150.3640395,11.49879742,153,102
194,6,24,0.815146227,0.62751028,0.775088751,35.07313276,42.59502154,32.57050455,10,24,33,62.81223854,15605,0,20,22,21,63.24318243,0.430943885,75,208,0,20,22,21,63.24318243,0.430943885,133,117,5,20,28,8,63.20337362,0.391135075,144,108
173,191,139,0.122972182,0.769355314,0.813570725,72.49172805,-28.5149495,14.13997213,14,34,13,62.82056032,15280,15,31,15,10,64.41946897,1.598908643,126,121,19,21,22,22,81.20346557,18.38290525,154,99,16,26,22,8,76.17973661,13.35917629,131,116
38,211,101,0.382376676,0.623265048,1.034207356,75.72733649,-66.94844072,37.42881635,17,14,39,40.72882993,15298,0,20,22,21,64.21545367,23.48662374,78,196,0,20,22,21,64.21545367,23.48662374,134,114,17,14,39,18,40.72882993,0,302,50
143,225,133,0.811195751,0.196834404,0.585384513,85.11360027,-55.22907746,24.97193054,18,7,36,99.81517732,15387,18,7,36,15,99.81517732,0,154,99,19,14,36,25,110.7908385,10.97566123,208,73,18,7,36,15,99.81517732,0,263,58
113,196,39,0.847289439,0.082188927,0.782302743,73.11193263,-67.08136064,64.14812934,18,7,38,151.5514365,15789,18,7,38,13,151.5514365,0,174,90,19,14,36,25,158.5980443,7.046607788,196,80,18,7,36,16,151.7275683,0.176131819,247,63
194,181,21,0.292252656,0.803270057,0.657463019,71.04980852,-25.76570319,68.55890712,11,35,35,65.22459884,15232,13,30,33,9,66.87157111,1.646972268,123,123,19,21,23,22,92.63987639,27.41527755,154,98,15,26,30,9,72.70553656,7.480937718,139,109
175,56,89,0.741034208,0.473518555,1.010340008,37.02236721,44.5153733,-12.00284264,9,10,31,48.48445264,15262,0,20,22,21,52.9421102,4.457657566,75,203,0,20,22,21,52.9421102,4.457657566,135,113,9,16,28,7,49.62148126,1.137028624,123,124
35,183,198,0.070102029,0.163812988,0.915450385,69.07239172,-16.77625507,-41.4557336,13,25,36,2.69742035,15562,13,25,36,14,2.69742035,0,216,72,14,24,31,11,5.714512882,3.017092532,370,42,14,24,31,11,5.714512882,3.017092532,182,85
71,19,249,0.818265894,0.259337401,1.059062405,38.95878892,96.7573599,-105.2434674,12,17,14,49.4381074,15285,12,17,14,10,49.4381074,0,146,104,11,18,14,26,50.61230669,1.174199286,269,56,12,15,16,7,51.16276171,1.724654308,114,134
85,195,95,0.53720637,0.280865076,0.285072036,69.16574773,-58.63281361,33.95813346,18,7,34,57.99398014,15602,17,4,34,13,59.69639201,1.702411866,156,100,19,14,34,27,72.44938798,14.45540784,225,69,18,7,34,15,57.99398014,0,238,65
100,117,14,0.627008047,0.057524512,0.316821396,45.24134845,-28.9105187,32.9558529,18,7,36,84.10019761,14999,17,3,39,14,86.054759,1.954561391,177,84,19,14,36,25,96.03713873,11.93694113,199,75,18,7,36,16,84.10019761,0,245,61
1,23,51,0.604732433,0.417381975,0.465995462,9.03302558,11.36899453,-25.80869316,8,15,19,78.36825819,15248,6,18,18,9,78.63104581,0.262787619,120,127,1,20,19,24,79.64850452,1.280246334,187,81,8,17,19,4,78.64634861,0.278090423,78,195
54,57,87,0.046181222,0.162530643,0.243793431,25.51812855,7.136913954,-31.18096995,9,34,17,34.55978219,15053,9,34,17,17,34.55978219,0,173,87,10,33,20,26,36.4072614,1.847479208,277,54,9,34,17,17,34.55978219,0,283,53
117,21,212,0.712648754,0.817745679,0.747589986,38.81197813,80.19516932,-101.1696326,8,37,3,100.8666678,15120,10,38,7,14,101.8602008,0.993532987,188,80,10,37,8,25,102.4766762,1.610008314,229,66,11,35,8,16,103.250177,2.383509115,261,57
110,224,233,0.018936716,0.735043969,0.577678401,86.06142224,-23.89819392,-24.03203062,14,34,13,52.50687736,14977,15,31,15,12,59.52450514,7.01762778,151,99,19,21,22,22,92.96044327,40.45356591,153,97,16,29,16,10,62.92478984,10.41791249,154,97
77,212,50,0.440814324,0.658462637,0.453271019,75.78913281,-74.63629031,63.82737751,14,7,36,31.15586583,14964,0,20,22,21,49.33771591,18.18185008,76,196,0,20,22,21,49.33771591,18.18185008,135,110,14,11,35,17,32.25888067,1.103014847,291,51
167,0,34,0.483914807,0.319155497,0.262745187,31.41672527,34.9254997,18.5876598,7,11,30,38.38092239,14879,0,20,21,8,39.90388133,1.522958934,90,165,1,21,22,24,39.96741549,1.586493099,188,79,6,19,24,5,40.09683194,1.715909547,87,171
232,142,76,0.708612224,0.636752209,0.157242135,62.58774783,16.46531791,34.92384101,2,28,10,24.59220075,14905,6,18,17,11,25.24990429,0.657703541,166,89,10,19,19,24,29.16215461,4.56995387,266,56,9,19,20,4,27.26361171,2.671410967,69,216
195,133,232,0.075526788,0.82775228,0.846872097,62.05338042,47.60261863,-65.42520617,13,36,12,135.3486523,15076,15,31,15,12,142.9641954,7.615543093,166,90,19,21,22,22,176.6257059,41.27705357,170,88,16,29,16,10,146.9101859,11.56153358,170,88
41,88,131,0.474396211,0.114814366,0.921809773,35.89750977,11.40431406,-45.84235185,15,7,32,53.76744648,15051,15,8,30,14,53.9767316,0.209285123,156,96,15,7,33,29,53.9760352,0.208588724,257,58,15,8,30,14,53.9767316,0.209285123,239,62
133,6,95,0.869670724,0.335829308,1.086267431,26.33212589,42.44280015,-32.02406871,14,7,35,68.11822746,15001,14,7,34,13,68.33997869,0.221751231,193,77,15,9,34,31,69.28491798,1.166690528,293,51,14,9,32,12,68.73394467,0.61571721,208,72
192,217,70,0.036452728,0.306424875,0.142917078,83.66811081,-46.60754922,67.32199665,14,27,37,8.209002926,15076,11,33,35,12,21.65511876,13.44611584,154,97,19,19,28,24,47.42027863,39.21127571,183,82,14,27,37,16,8.209002926,0,240,62
204,29,187,0.912915055,0.354674356,0.414044131,44.86446907,73.6094142,-62.43971656,13,16,15,54.21003413,15206,14,15,16,10,54.29261558,0.082581452,153,99,15,16,18,33,57.49653743,3.286503298,348,43,14,14,18,9,57.17071738,2.960683253,161,94
80,104,52,0.070916855,0.501895692,0.229926679,39.23303036,-24.90372071,14.84212671,11,38,19,55.70082591,15047,14,30,22,10,62.81671117,7.11588526,145,103,19,21,22,22,84.93659642,29.23577051,151,99,16,26,23,9,71.10684603,15.40602012,147,102
244,221,110,0.129831144,0.403872633,0.312549213,88.08398266,-21.7564809,53.34742716,14,27,37,23.59488306,15014,12,32,35,10,23.66554174,0.070658673,123,122,19,20,22,21,62.7474151,39.15253204,149,100,15,26,30,9,33.59856288,10.00367982,144,104
146,55,74,0.065359558,0.437223175,0.636376856,31.92046551,32.40921528,-8.360458996,13,36,12,83.79479966,14987,15,29,20,11,98.21319085,14.41839118,155,96,19,21,22,22,120.7228135,36.92801381,156,96,16,29,16,10,92.73702612,8.942226455,154,97
121,145,35,0.931881159,0.232013735,0.954174449,55.72048065,-37.88520508,41.59819434,18,7,38,111.7478437,15175,18,7,38,17,111.7478437,0,184,82,19,14,36,25,119.8292004,8.081356667,198,76,18,7,38,17,111.7478437,0,260,58
76,129,93,0.930359893,0.770957904,0.65266133,50.66379888,-31.68594238,4.785802988,15,8,27,69.39021463,15038,15,8,27,15,69.39021463,0,203,74,10,9,33,27,73.70688893,4.316674291,283,53,15,8,27,15,69.39021463,0,252,59
52,45,53,0.816577917,0.79072465,0.343507376,20.7122563,3.464280415,-15.4460662,5,31,6,76.77547014,15016,10,19,13,13,79.72040753,2.944937382,183,82,11,17,15,26,81.3111489,4.535678755,263,57,11,18,15,8,81.43582747,4.660357325,141,106
128,46,207,0.927854921,0.49466841,0.125031797,37.66235411,69.6986297,-89.37230455,7,29,5,78.54178142,15009,12,20,13,13,84.94453869,6.402757271,188,79,17,25,21,30,111.7791327,33.23735133,286,52,15,22,17,6,99.95656367,21.41478225,112,134
131,125,166,0.160996341,0.861521445,0.069043704,50.69890357,11.60749009,-39.6166713,12,39,10,102.982236,15215,16,29,16,10,119.647892,16.66565593,129,117,19,21,22,22,149.9286663,46.94643026,153,99,16,29,16,10,119.647892,16.66565593,153,99
144,94,73,0.569699191,0.906695188,0.952226841,42.30769807,5.997739239,8.178673752,20,19,28,67.49204343,15043,0,20,22,21,86.86002847,19.36798503,74,203,0,20,22,21,86.86002847,19.36798503,134,112,14,29,25,11,73.74567683,6.253633394,185,81
64,245,35,0.663178665,0.386657004,0.024194803,87.674142,-85.40068772,78.13993707,18,7,34,79.29447966,14921,17,4,35,15,83.36516838,4.070688721,197,75,19,14,33,26,94.19818809,14.90370843,211,70,18,7,34,15,79.29447966,0,234,63
213,231,57,0.94329474,0.542710073,0.331522453,89.07114943,-45.02168819,79.18786264,18,7,38,61.88283674,14891,18,7,38,17,61.88283674,0,196,75,19,14,36,25,73.19278575,11.30994902,199,74,18,7,38,17,61.88283674,0,257,57
101,114,23,0.571155684,0.796284667,0.478957277,44.9486233,-24.16964948,30.1785183,5,31,20,49.02223541,14919,2,23,17,12,49.60545195,0.583216542,168,88,2,27,13,24,49.67561628,0.653380869,184,81,5,27,24,10,49.52694724,0.504711833,177,84
132,77,46,0.937860635,0.574796419,0.930968252,32.98423327,9.979591341,15.38366854,14,6,36,71.42114113,14885,14,6,36,11,71.42114113,0,151,98,15,6,37,26,71.92054553,0.499404401,248,60,14,7,35,14,71.52531181,0.104170685,234,63
43,160,209,0.146392053,0.76410812,0.57839012,63.09831677,0.367589472,-53.47694169,12,39,10,69.4381688,14870,15,31,15,12,81.82992578,12.39175699,147,101,19,21,22,22,119.6131701,50.17500127,154,96,16,29,16,10,87.62178131,18.18361251,152,97
254,204,170,0.13511307,0.580559,0.068387229,81.4480001,0.274493713,4.312971653,14,34,13,31.38001442,14862,15,31,15,12,37.98307474,6.603060315,147,101,19,21,22,22,76.18664033,44.80662591,151,98,16,29,16,10,42.60260191,11.22258749,151,98
40,29,37,0.20011892,0.982548635,0.057916831,13.76826735,-0.566387382,-11.53228663,12,39,10,122.6300639,14856,16,29,16,10,135.7931262,13.16306237,121,122,19,21,22,22,161.2273631,38.59729925,152,97,16,29,16,10,135.7931262,13.16306237,153,97
84,93,110,0.049459888,0.899069938,0.592178377,39.82362227,-0.282077095,-25.35833479,14,34,13,115.0036853,14882,15,31,15,12,121.2012349,6.197549575,148,100,19,21,22,22,150.5103801,35.50669479,157,94,16,29,16,10,124.3660937,9.362408413,152,97
217,145,112,0.333783031,0.247739898,0.902734894,63.09831677,12.25526758,9.777787509,16,19,38,33.28153918,14859,16,21,38,14,33.34708622,0.065547036,192,77,19,20,25,22,59.685693,26.40415382,153,97,16,19,38,18,33.28153918,0,296,50
98,171,30,0.67693977,0.177960183,0.945181414,62.64246883,-56.89767577,56.45436968,18,7,38,108.2463212,14860,17,3,38,13,110.5846349,2.33831365,167,88,19,14,37,25,117.3549905,9.108669231,197,75,18,7,38,17,108.2463212,0,263,56
228,105,106,0.873245525,0.184189457,0.596928359,51.87111319,40.46947571,4.855529121,17,4,34,49.94875682,14854,17,5,34,11,50.25155423,0.302797415,155,95,19,14,33,27,57.77908582,7.830329006,228,65,17,7,34,15,50.41614707,0.467390259,240,61
92,194,146,0.370159739,0.85278068,0.241264748,74.42581898,-45.69530749,2.786634255,10,37,12,26.4286695,14835,12,33,15,14,29.06142793,2.632758437,207,71,17,26,18,28,44.17742595,17.74875645,250,59,11,35,13,16,27.26762467,0.838955175,261,56
126,107,247,0.886007782,0.32200864,0.175952342,54.0641204,60.62399935,-79.19979241,14,15,16,70.07269132,14850,15,13,18,15,71.61800583,1.545314508,197,75,17,18,21,33,82.61841341,12.54572209,333,44,15,16,17,6,73.57261455,3.499923228,111,133
89,139,89,0.070587189,0.542906949,0.163609277,51.0247802,-31.14624532,5.206699249,12,37,15,44.76707138,14879,15,29,20,10,54.33244141,9.565370032,132,112,19,21,22,22,76.05370675,31.28663537,151,98,16,29,16,10,54.03891379,9.271842415,151,98
213,89,233,0.345549532,0.253039509,0.314369538,57.57860437,73.16355662,-73.1403373,6,32,5,7.745536012,14836,12,31,12,15,24.07656395,16.33102794,191,77,3,27,12,28,55.74744719,48.00191118,234,63,9,35,8,18,10.77221473,3.026678717,297,49
11,205,230,0.70574511,0.806494022,0.155536153,75.44199517,-15.27407505,-42.34138764,7,29,5,42.81144946,14836,14,15,16,11,55.72772354,12.91627408,150,98,17,19,21,30,71.39802059,28.58657113,288,51,15,22,17,6,61.59502633,18.78357687,109,136
16,96,54,0.27183222,0.940250071,0.83936223,35.0032242,-29.1160183,5.104100734,12,39,10,83.90715372,14874,15,29,20,11,91.56405193,7.656898204,152,97,19,21,22,22,106.8937792,22.98662551,153,97,16,29,16,10,89.5552497,5.648095979,152,97
170,236,187,0.210862888,0.521979588,0.116078781,90.57416122,-39.77087873,-1.865961698,12,29,16,1.970856673,14849,13,28,17,12,4.339153205,2.368296532,176,84,17,23,19,26,16.77159847,14.8007418,281,52,14,26,18,7,4.672410483,2.70155381,117,126
62,174,106,0.942337213,0.691490651,0.773235812,63.42957046,-50.67640592,17.15723834,17,4,34,69.56732062,14860,17,4,34,13,69.56732062,0,168,88,19,14,30,26,79.50059448,9.933273862,216,68,18,7,34,15,69.64292302,0.075602396,235,63
15,80,215,0.500957111,0.831056252,0.791620393,38.26093481,59.11714787,-97.65273357,12,39,10,107.3176439,14853,12,39,10,10,107.3176439,0,117,126,17,26,18,28,140.6985658,33.38092192,245,60,13,36,12,17,110.8093247,3.491680829,249,59
87,231,129,0.42611229,0.47978662,0.889403879,86.90604882,-67.92253427,24.52395651,17,4,39,21.62493925,14858,17,3,39,20,21.88379233,0.258853081,274,54,19,14,36,25,35.58970485,13.96476559,198,75,17,3,39,20,21.88379233,0.258853081,306,48
233,194,54,0.904957228,0.556420998,0.627181465,75.70878135,-14.63054563,71.7122776,18,7,39,49.28046491,14887,17,3,38,14,49.53432247,0.253857568,180,82,19,14,40,26,56.20130504,6.920840138,199,74,18,7,39,18,49.28046491,0,267,55
67,43,71,0.80649676,0.267470111,0.349787556,21.63467979,13.49669124,-23.92786726,17,8,23,88.63280919,15130,17,8,23,14,88.63280919,0,176,85,17,9,22,25,89.15103207,0.518222877,218,69,17,8,23,14,88.63280919,0,233,64
47,52,50,0.608364575,0.629509951,0.32246101,23.47208462,-5.954779982,-8.49420919,3,31,7,64.74170699,15285,7,21,14,10,66.29160519,1.549898206,157,97,3,25,13,26,68.77403461,4.032327623,248,61,7,21,13,10,66.30947442,1.567767434,176,86
201,103,202,0.652510648,0.493974766,0.519026866,55.85173543,51.597013,-58.81830403,5,33,4,26.91810289,15268,8,26,8,12,27.70684495,0.788742057,170,89,3,26,12,28,50.72324172,23.80513883,253,60,9,24,9,16,28.80342474,1.885321847,282,54
20,144,65,0.477050631,0.484500388,0.209095628,52.94949465,-48.42972831,26.7280526,13,10,25,48.64838233,15361,13,10,25,14,48.64838233,0,218,70,8,12,26,25,54.00022994,5.351847613,237,64,12,12,26,9,49.52831315,0.879930819,157,97
2,76,10,0.897363491,0.397016491,0.473991025,26.73476538,-23.42224192,11.04145932,18,7,32,96.99288311,15550,17,4,32,12,97.68638475,0.693501641,164,94,19,14,29,24,104.7099918,7.717108684,190,81,18,7,32,15,96.99288311,0,238,65
65,51,11,0.374258084,0.058919236,1.041689559,19.51555628,-1.753236351,8.287970566,16,4,37,75.82072389,15786,17,4,39,15,76.41495494,0.594231046,215,73,19,14,41,26,81.38264772,5.56192383,219,72,17,6,37,16,76.88360686,1.062882969,290,54
100,58,103,0.927144667,0.13789741,1.050867378,29.06928428,22.13658423,-34.92326291,18,7,34,86.12416548,15758,18,7,34,15,86.12416548,0,160,98,19,14,29,24,93.90735097,7.783185489,190,82,18,7,34,15,86.12416548,0,239,65
154,230,178,0.550246241,0.129440258,0.611482959,84.96580296,-39.51979677,-0.788097921,18,7,34,55.37160081,15807,18,7,34,14,55.37160081,0,173,91,19,14,35,27,70.6685379,15.29693709,242,65,18,7,34,14,55.37160081,0,242,65
62,175,20,0.815384247,0.10612535,0.770539502,64.03926905,-62.25872416,59.55305082,18,7,38,138.3015094,16156,18,7,38,13,138.3015094,0,186,86,19,14,36,25,146.2657604,7.964251032,214,75,18,7,36,16,138.5622569,0.260747508,269,60
157,219,86,0.318854774,0.952805498,0.989740609,78.87393071,-59.07798536,51.28571296,12,32,35,53.30290378,15808,12,32,35,11,53.30290378,0,146,108,19,20,22,21,76.05233751,22.74943373,148,106,15,26,30,9,58.25033728,4.947433508,146,108
155,124,126,0.475027767,0.868136786,0.922891134,53.77677287,3.613382225,-12.19574299,12,37,15,56.50112191,15086,11,39,13,11,57.8591198,1.357997888,140,107,15,31,15,26,62.24894756,5.74782565,224,67,15,26,16,7,70.71478837,14.21366646,130,116
133,61,7,0.36846256,0.503929357,0.102302849,31.62408968,11.8243699,24.81410678,9,36,18,52.50626359,15086,9,34,18,15,52.56389966,0.057636063,179,84,11,35,22,24,54.67110844,2.164844846,237,63,9,34,18,15,52.56389966,0.057636063,246,61
125,227,64,0.902653151,0.710041738,0.351787216,85.47363669,-77.11084303,65.85228128,18,7,36,68.35300704,15213,17,3,39,15,68.812551,0.459543954,204,74,19,14,36,25,81.07940286,12.72639582,198,76,18,7,36,15,68.35300704,0,235,64
170,18,183,0.171308464,0.471753294,0.281704897,40.32827931,73.98738789,-72.18369928,12,39,10,91.05385296,15118,14,34,13,11,100.1981215,9.144268515,146,103,18,24,19,26,142.4603612,51.40650826,224,67,16,29,16,10,119.0162716,27.96241861,157,96
79,239,61,0.658399658,0.732682458,0.684059567,86.71653902,-82.67095291,64.03580702,17,3,38,42.39079428,15260,0,20,22,21,92.8294421,50.43864782,76,200,0,20,22,21,92.8294421,50.43864782,134,113,18,7,38,17,44.12512947,1.734335191,271,56
128,120,104,0.145703932,0.396131943,0.754417623,48.96419191,-11.0163217,-2.44550304,11,35,34,35.71932896,15134,12,32,35,11,37.66551332,1.946184357,150,100,15,26,29,27,48.82109392,13.10176496,250,60,14,28,30,12,44.13510082,8.415771853,184,82
107,204,182,0.257630221,0.683257629,0.22246374,73.7752971,-32.557873,-15.57785264,11,36,12,21.68474029,15212,11,36,12,15,21.68474029,0,212,71,17,26,18,27,44.64763052,22.96289024,240,63,12,33,10,15,24.02270392,2.337963637,243,62
113,75,216,0.473976016,0.443569401,0.256517,43.66104251,61.1654215,-92.58182854,6,34,2,54.00107166,15094,8,35,5,18,55.69509687,1.694025209,245,61,16,29,16,26,96.57624821,42.57517655,239,63,14,28,16,9,84.0375159,30.03644424,155,97
209,69,13,0.881174972,0.262150914,0.69246279,42.08494221,40.73253763,40.00906857,17,4,39,61.60225918,15223,19,14,41,26,66.26486296,4.66260378,145,104,19,14,41,26,66.26486296,4.66260378,202,75,17,8,39,18,63.21345468,1.611195494,289,52
229,10,7,0.199725596,0.657156765,1.038821141,44.44728546,58.55332273,49.25481134,14,34,13,139.3946701,15158,13,29,34,11,149.1784375,9.783767382,145,104,19,21,22,22,158.4429892,19.04831905,154,98,16,26,23,8,152.0880267,12.6933566,131,115
196,141,80,0.219529378,0.681218797,0.71511276,58.1176435,4.213143723,30.41688384,12,34,24,76.78240762,15381,12,32,33,11,80.85981832,4.077410704,150,102,19,21,22,22,97.46858137,20.68617375,154,99,16,26,23,7,88.32607919,11.54367157,120,128
10,179,78,0.01704868,0.453478923,0.455069449,63.95390027,-62.08283286,39.39370356,11,35,35,32.93957884,15197,13,29,37,10,35.40734666,2.467767824,129,117,19,20,22,21,65.94470836,33.00512952,147,103,15,26,25,7,51.72386756,18.78428872,122,124
57,249,167,0.023465449,0.477892533,0.421368957,92.53291331,-66.20543254,13.84688945,13,31,27,9.849011186,15160,14,29,26,11,10.3839486,0.534937413,145,104,19,21,23,22,26.19741829,16.3484071,155,97,16,26,23,7,21.13787851,11.28886733,116,130
46,174,27,0.418334009,0.695891994,0.023230808,64.42320477,-67.21512197,57.72761755,2,28,10,26.45848433,15015,9,15,20,9,29.18081452,2.722330189,135,111,10,13,22,21,30.92508677,4.466602433,198,75,9,16,19,5,29.67029212,3.21180779,90,166
118,25,55,0.770986216,0.473298537,1.085513659,23.72096941,26.59973324,-15.75197241,11,8,33,66.41177689,15326,11,8,34,11,66.72588963,0.314112743,150,102,8,14,32,26,70.33091249,3.919135607,262,58,11,8,33,13,66.41177689,0,216,70
203,244,77,0.322347201,0.099215617,0.522964845,89.6266825,-59.84796073,73.89427331,18,7,39,61.5593979,15362,17,3,38,13,63.88759979,2.328201891,159,96,19,14,37,27,73.28173941,11.72234151,216,71,18,7,39,18,61.5593979,0,267,57
7,238,216,0.929080257,0.851962875,0.198715627,86.05892471,-42.82241812,-23.2741904,16,11,20,64.32530427,15009,16,11,20,13,64.32530427,0,162,92,17,10,22,25,67.12440649,2.79910223,213,70,15,16,17,6,68.7413577,4.416053431,110,136
195,100,89,0.287641601,0.897333286,0.500719581,45.90012947,29.12205947,3.671324377,12,39,10,97.24095848,15048,15,31,15,11,104.1081516,6.867193108,141,106,19,21,22,22,133.6924917,36.45153325,153,98,16,29,16,10,107.7320858,10.49112736,152,99
24,133,234,0.557173861,0.58577672,0.341019661,52.84536601,33.84098378,-81.30109308,6,34,3,49.43001194,15012,9,36,8,17,54.31914402,4.889132085,228,65,16,29,16,27,87.34159704,37.9115851,242,62,14,28,16,10,74.75168708,25.32167514,168,89
36,152,102,0.162614893,0.323325282,0.98199713,57.51608248,-42.12498951,5.603076523,15,21,37,38.15853633,15027,15,21,37,18,38.15853633,0,175,85,15,21,38,26,38.18932349,0.030787156,270,55,15,21,37,18,38.15853633,0,292,51
38,97,206,0.453735836,0.298304394,0.182205802,42.61975408,46.03885435,-86.90443911,8,27,7,46.63349153,15037,9,23,9,14,48.01623951,1.382747985,209,71,13,21,15,32,62.24195338,15.60846186,332,45,12,23,13,13,55.94618541,9.312693885,219,68
179,194,13,0.145646604,0.012807649,0.007101762,71.98721467,-39.85785764,68.81609217,16,5,36,10.98836675,15009,16,5,35,11,12.19322748,1.204860726,165,90,19,14,36,25,29.6114921,18.62312535,200,75,17,9,35,15,14.96325124,3.974884493,250,60
80,179,23,0.273678364,0.678967524,0.780628042,64.03926905,-62.25872416,59.55305082,16,22,39,53.79833686,15012,15,24,38,17,53.97225892,0.173922066,203,73,10,36,35,22,60.06860888,6.270272027,194,77,15,24,38,17,53.97225892,0.173922066,261,57
78,106,235,0.11890128,0.808796473,0.890615689,48.93952586,52.78907135,-88.03530024,12,39,10,138.6231347,15003,15,31,15,12,149.0014862,10.37835156,152,98,19,21,22,22,185.2206919,46.59755724,160,93,16,29,16,10,153.9897748,15.36664013,152,98
160,237,171,0.30576558,0.855542817,0.400157867,91.07115581,-49.41708169,12.60442881,12,36,18,12.96219004,15030,14,31,19,10,18.03269533,5.070505287,136,110,19,21,22,22,39.15923658,26.19704653,152,98,16,27,20,8,25.05646902,12.09427898,130,115
118,94,226,0.476743155,0.905766407,0.017896042,47.32674612,56.80372545,-89.76030708,12,39,10,134.8222933,15018,13,36,12,18,138.087412,3.265118725,212,70,18,24,19,26,174.3886832,39.56638992,219,68,13,36,12,18,138.087412,3.265118725,261,57
82,0,195,0.086031974,0.519628089,0.225027073,34.7620706,66.46359007,-94.19495654,12,39,10,123.6232276,15281,14,34,13,11,131.4073806,7.784153002,137,111,18,24,19,25,170.8227955,47.19956795,209,73,16,29,16,10,148.8864821,25.26325455,150,101
57,77,44,0.869364301,0.602780289,1.022352785,30.19366717,-16.17102097,3.833260009,14,6,36,78.35570396,15025,14,6,36,14,78.35570396,0,173,86,15,5,35,26,78.57197744,0.216273483,250,60,14,7,35,15,78.45236008,0.096656116,254,59
184,42,49,0.750902255,0.40763275,0.782104056,36.58383731,45.81633304,17.70557443,12,9,34,55.36973484,15360,13,11,35,11,55.73423016,0.364495326,155,99,10,18,34,22,62.27987958,6.910144743,211,72,12,11,32,11,56.92496735,1.555232512,189,81
109,53,209,0.921681651,0.401691692,0.179567423,38.02131029,70.24176258,-96.6145823,10,22,10,83.78721161,14998,13,17,14,10,87.67492046,3.887708849,140,107,16,20,20,31,104.1968762,20.40966463,315,47,15,22,17,6,97.89730972,14.11009811,116,129
76,54,112,0.318888968,0.179987231,0.187302726,25.12196812,27.85178148,-43.86045555,10,16,16,45.11478502,15025,10,16,16,25,45.11478502,0,113,132,10,16,16,25,45.11478502,0,251,59,9,16,17,6,46.2748304,1.16004538,105,143
78,209,94,0.451963213,0.893214423,0.430276825,74.84699942,-66.21025533,40.10512672,8,32,24,24.05854943,14996,8,32,24,11,24.05854943,0,170,88,8,32,25,30,24.14567692,0.087127491,321,46,8,22,22,3,29.2671053,5.20855587,55,272
254,237,18,0.641808351,0.368277754,1.044831823,0,0,0,14,6,36,94.7663896,14976,14,7,35,12,94.76668443,0.000294836,165,90,13,6,35,26,95.23899063,0.472601032,234,64,14,6,34,16,95.17076764,0.404378046,267,56
50,230,95,0.72361994,0.500503155,0.718473905,81.63393349,-74.79481552,48.15279139,17,3,38,68.07734366,14993,17,3,38,13,68.07734366,0,155,96,19,14,36,25,81.32042544,13.24308177,199,75,18,7,38,17,68.37410687,0.296763203,256,58
34,210,5,0.408412756,0.481693753,1.044237343,76.79697907,-78.93791527,73.19660985,18,7,39,69.84092822,15004,17,3,38,12,71.38135813,1.540429908,157,95,19,14,41,26,74.64876351,4.807835286,200,75,18,7,39,18,69.84092822,0,268,55
99,226,220,0.490124556,0.62353302,0.063505373,85.67283749,-30.17623729,-24.70200432,13,16,15,24.74149554,15261,12,17,14,11,25.82288562,1.081390082,160,95,17,19,21,33,44.68127581,19.93978027,337,45,15,20,17,6,35.39600062,10.65450508,111,137
250,127,250,0.44714894,0.056257298,0.131671098,0,0,0,16,7,27,92.7668229,15516,16,7,28,14,93.01920313,0.252380227,155,100,16,7,26,32,93.02394708,0.257124177,314,49,16,7,28,14,93.01920313,0.252380227,336,46
54,214,130,0.624927657,0.753754693,0.79992593,80.60238571,-64.2331089,21.69200831,14,7,35,30.05361875,14915,0,20,21,8,49.45205653,19.39843778,94,158,1,20,22,22,49.57906575,19.525447,160,93,14,9,32,13,31.82506744,1.771448693,225,66
143,236,127,0.063783392,0.794315486,0.262077313,85.80855223,-60.46212404,32.70401243,16,29,16,42.7029259,14987,15,31,15,10,43.66559486,0.962668958,125,119,19,21,22,22,57.6697463,14.9668204,155,96,16,29,16,10,42.7029259,0,243,61
84,53,113,0.166547373,0.020735573,1.085334926,25.12196812,27.85178148,-43.86045555,13,17,35,44.2483881,14923,13,17,35,15,44.2483881,0,191,78,14,19,37,29,44.67612046,0.427732354,299,49,13,17,35,15,44.2483881,0,243,61
244,14,191,0.74318094,0.485843956,0.509831129,51.1404002,82.47369595,-57.99944406,6,32,5,28.05906098,15449,9,30,9,15,31.59117703,3.532116054,203,76,3,27,12,28,53.17070091,25.11163994,232,66,7,30,6,18,29.62186927,1.562808287,306,50
