Type,Bg_RRGGBB, Bg_L,Bg_a,Bg_b,Bg_TD_RRGGBB,Bg_TD_L,Bg_TD_a,Bg_TD_b,Bg_ND_RRGGBB,Bg_ND_L,Bg_ND_a,Bg_ND_b,Fg_L,Fg_a,Fg_b,CS_Fg_L,CS_Fg_a,CS_Fg_b,ComC_Fg_L,ComC_Fg_a,ComC_Fg_b,GammutFlag,CSBin_Fg_L,CSBin_Fg_a,CSBin_Fg_b,Measuredc_Fg_L,Measuredc_Fg_a,Measuredc_Fg_b
DND,0x39469e,32.91127083,24.71398711,-51.44824535,0x213785,25.01743187,22.19335206,-48.55347934,,,,,57.38798648,23.56120139,-5.110159051,50.34617935,15.82327415,-23.85644252,50.12738381,11.27532894,34.87524894,0,50.12738381,11.27532894,34.87524894,56.42661374,2.176715379,-13.87091744
DND,0x39469e,32.91127083,24.71398711,-51.44824535,0x213785,25.01743187,22.19335206,-48.55347934,,,,,66.94249941,33.07050205,-14.19799517,55.62425902,9.123200537,-24.6709712,61.44591776,25.35222409,30.05002548,0,61.44591776,25.35222409,30.05002548,61.67147487,0.503784292,-17.96090782
DND,0x39469e,32.91127083,24.71398711,-51.44824535,0x213785,25.01743187,22.19335206,-48.55347934,,,,,48.24254819,18.46693679,-32.93465499,45.15799844,22.32540432,-43.31629947,38.18033472,-1.332800927,35.89149902,0,38.18033472,-1.332800927,35.89149902,49.6775382,1.687084227,-19.90202249
DND,0x39469e,32.91127083,24.71398711,-51.44824535,0x213785,25.01743187,22.19335206,-48.55347934,,,,,51.85878656,57.04422495,36.10011167,36.01315919,20.17295231,4.604165305,43.09648609,54.10577396,-29.09701373,0,43.09648609,54.10577396,-29.09701373,48.33554705,46.3145741,-63.1350243
DND,0x39469e,32.91127083,24.71398711,-51.44824535,0x213785,25.01743187,22.19335206,-48.55347934,,,,,39.05080558,-14.4494233,23.382381,38.21671956,-14.93058923,8.794360882,23.31060051,-39.68384842,-66.31115959,1,23.31060051,-39.68384842,-66.31115959,46.67127839,30.93962507,-69.59208723
DND,0x39469e,32.91127083,24.71398711,-51.44824535,0x213785,25.01743187,22.19335206,-48.55347934,,,,,71.60467846,-24.69032799,69.09244577,59.53474918,-26.50255589,55.15281217,66.73073758,-43.45845376,12.05958868,0,66.73073758,-43.45845376,12.05958868,67.07397,-12.60477598,-27.13608408
DND,0x39469e,32.91127083,24.71398711,-51.44824535,0x213785,25.01743187,22.19335206,-48.55347934,,,,,56.82710832,51.42275076,66.35989247,41.00875573,1.075322835,42.01997032,49.43461211,46.64188178,-24.14633581,0,49.43461211,46.64188178,-24.14633581,54.08001517,36.62277687,-57.04318344
DND,0x39469e,32.91127083,24.71398711,-51.44824535,0x213785,25.01743187,22.19335206,-48.55347934,,,,,66.60598702,8.225610857,70.63869885,56.37201955,-24.19925971,59.477262,61.05958344,-4.760369847,-1.154519649,0,61.05958344,-4.760369847,-1.154519649,66.06663598,2.353968738,-33.59285255
DND,0x39469e,32.91127083,24.71398711,-51.44824535,0x213785,25.01743187,22.19335206,-48.55347934,,,,,47.81550649,42.52466314,-24.2246651,42.23107814,35.10221463,-42.63337262,37.57724005,34.88589269,21.42107546,0,37.57724005,34.88589269,21.42107546,46.20416249,22.69244527,-30.08194318
DND,0x39469e,32.91127083,24.71398711,-51.44824535,0x213785,25.01743187,22.19335206,-48.55347934,,,,,76.07236651,-57.95977248,68.11573907,58.39600009,-38.31870567,48.10977982,71.69618361,-82.99142783,24.53003663,1,71.69618361,-82.99142783,24.53003663,65.7097188,-19.25876917,-24.47322945
DND,0x39469e,32.91127083,24.71398711,-51.44824535,0x213785,25.01743187,22.19335206,-48.55347934,,,,,29.5823087,18.18280596,13.38925296,29.9977733,13.29948514,0.346793044,6.585906102,52.41262476,-96.77423463,1,6.585906102,52.41262476,-96.77423463,36.74329695,57.92382132,-86.54616886
DND,0x39469e,32.91127083,24.71398711,-51.44824535,0x213785,25.01743187,22.19335206,-48.55347934,,,,,56.85574119,62.22725555,8.112046228,40.18030591,26.17715213,-24.66049691,49.47007469,59.84708885,7.971235181,0,49.47007469,59.84708885,7.971235181,48.15907719,29.98901632,-43.35268973
DND,0x39469e,32.91127083,24.71398711,-51.44824535,0x213785,25.01743187,22.19335206,-48.55347934,,,,,32.54833831,48.46081152,35.87000457,28.22093396,27.32708598,12.95514234,4.824486458,67.20782762,-102.7812153,1,4.824486458,67.20782762,-102.7812153,35.3212572,64.16101139,-89.06014079
DND,0x39469e,32.91127083,24.71398711,-51.44824535,0x213785,25.01743187,22.19335206,-48.55347934,,,,,81.04108871,4.669740698,-23.50276205,61.08053004,-1.394870354,-17.12566199,77.13036801,-4.764273238,-0.398002123,0,77.13036801,-4.764273238,-0.398002123,69.23384022,2.476639936,-32.50411501
DND,0x39469e,32.91127083,24.71398711,-51.44824535,0x213785,25.01743187,22.19335206,-48.55347934,,,,,56.84435281,71.89421872,-52.92598208,40.88039333,42.31000433,-49.148239,49.45597114,71.45216812,-29.95239308,0,49.45597114,71.45216812,-29.95239308,46.68452253,51.57861701,-69.01651361
DND,0x39469e,32.91127083,24.71398711,-51.44824535,0x213785,25.01743187,22.19335206,-48.55347934,,,,,62.32457606,13.94248991,-4.412570092,55.5074332,7.464012915,-23.18526585,56.07476482,0.732400393,84.06470044,1,56.07476482,0.732400393,84.06470044,60.90498735,-11.33366842,4.613103565
DND,0x39469e,32.91127083,24.71398711,-51.44824535,0x213785,25.01743187,22.19335206,-48.55347934,,,,,57.53075034,18.94367634,4.569593536,51.41055111,8.343894717,-11.01968783,50.30309385,5.219502641,15.95066866,0,50.30309385,5.219502641,15.95066866,57.91344855,4.821078268,-23.84332268
DND,0x39469e,32.91127083,24.71398711,-51.44824535,0x213785,25.01743187,22.19335206,-48.55347934,,,,,57.41112513,37.37070123,13.96094026,46.18398598,10.30304349,-10.39503424,50.15587924,29.10390087,3.571698315,0,50.15587924,29.10390087,3.571698315,54.75158191,17.86194061,-35.70773561
DND,0x39469e,32.91127083,24.71398711,-51.44824535,0x213785,25.01743187,22.19335206,-48.55347934,,,,,33.5810507,25.37755658,-61.78159534,33.28594755,29.85496701,-62.73205251,9.09046466,-26.19719445,-31.4463426,1,9.09046466,-26.19719445,-31.4463426,36.34756599,17.51411245,-50.33558738
DND,0x39469e,32.91127083,24.71398711,-51.44824535,0x213785,25.01743187,22.19335206,-48.55347934,,,,,20.27905097,23.07649624,3.521865043,22.67117725,13.6625075,-8.513535678,22.78414979,28.32119353,-70.12816319,1,22.78414979,28.32119353,-70.12816319,42.06180079,44.23291963,-77.33745048
DND,0x39469e,32.91127083,24.71398711,-51.44824535,0x213785,25.01743187,22.19335206,-48.55347934,,,,,67.06747192,-0.084390542,9.435756946,60.8080963,-4.89220988,-7.019200458,61.58920995,-14.92198228,61.19131877,0,61.58920995,-14.92198228,61.19131877,66.55047629,-18.78064274,9.452289551
DND,0x39469e,32.91127083,24.71398711,-51.44824535,0x213785,25.01743187,22.19335206,-48.55347934,,,,,52.47832276,22.48094559,52.97159157,45.12320212,-1.776353291,36.67415952,43.90960254,7.669195696,-32.44755929,0,43.90960254,7.669195696,-32.44755929,54.06941946,21.01249636,-57.49390984
DND,0x39469e,32.91127083,24.71398711,-51.44824535,0x213785,25.01743187,22.19335206,-48.55347934,,,,,71.55537734,-14.22677311,23.51863109,60.35118488,-9.482142438,1.990425894,66.67545052,-30.35347063,53.45070549,0,66.67545052,-30.35347063,53.45070549,67.46417051,-21.144002,3.301340701
DND,0x39469e,32.91127083,24.71398711,-51.44824535,0x213785,25.01743187,22.19335206,-48.55347934,,,,,52.75929114,23.28368478,27.66907496,45.62734801,3.699437094,10.32387772,44.27595448,8.951328097,-22.61687971,0,44.27595448,8.951328097,-22.61687971,54.43837913,15.93970213,-48.66806279
DND,0x39469e,32.91127083,24.71398711,-51.44824535,0x213785,25.01743187,22.19335206,-48.55347934,,,,,38.77621479,-19.81368934,45.17925686,38.56844344,-25.3712107,31.44435252,22.76729774,-20.79307682,-71.67005261,1,22.76729774,-20.79307682,-71.67005261,45.66157782,33.784927,-71.06868822
DND,0x39469e,32.91127083,24.71398711,-51.44824535,0x213785,25.01743187,22.19335206,-48.55347934,,,,,38.44387137,36.83971124,-56.4663662,36.66837739,36.85719574,-57.58189467,22.09626848,24.9215369,-19.62320418,0,22.09626848,24.9215369,-19.62320418,39.76512442,24.45022628,-48.00750959
DND,0x39469e,32.91127083,24.71398711,-51.44824535,0x213785,25.01743187,22.19335206,-48.55347934,,,,,33.96968512,16.52916694,-46.8794606,34.85277133,31.15725873,-56.80047221,10.53519865,-21.21742988,-29.28272252,1,10.53519865,-21.21742988,-29.28272252,37.24352667,18.09395856,-48.79082758
DND,0x39469e,32.91127083,24.71398711,-51.44824535,0x213785,25.01743187,22.19335206,-48.55347934,,,,,42.44422117,39.36394302,-81.7141501,35.55722032,24.93267247,-59.03464262,29.39416765,29.80950777,-70.60749396,0,29.39416765,29.80950777,-70.60749396,43.58053807,36.72305523,-75.10701547
DND,0x39469e,32.91127083,24.71398711,-51.44824535,0x213785,25.01743187,22.19335206,-48.55347934,,,,,34.12507673,-15.21494979,41.51138431,35.17267137,-20.1623449,29.05482545,11.07683886,55.96764718,-92.32742863,1,11.07683886,55.96764718,-92.32742863,36.1952259,60.44772862,-87.57660419
DND,0x39469e,32.91127083,24.71398711,-51.44824535,0x213785,25.01743187,22.19335206,-48.55347934,,,,,37.21826611,53.27061979,50.44101106,30.31526201,25.74978866,28.90461115,19.47250803,57.64597513,-78.19743011,0,19.47250803,57.64597513,-78.19743011,34.55934451,62.84946175,-89.57771143
DND,0x39469e,32.91127083,24.71398711,-51.44824535,0x213785,25.01743187,22.19335206,-48.55347934,,,,,65.94872374,-0.877413348,68.47506776,57.38105756,-26.99498114,59.18456557,60.30288891,-16.4718886,-2.158580536,0,60.30288891,-16.4718886,-2.158580536,66.36682612,-4.274906458,-32.61066803
DTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,
