Type,Method,Bg_RRGGBB, Bg_L,Bg_a,Bg_b,Bg_TD_RRGGBB,Bg_TD_L,Bg_TD_a,Bg_TD_b,Bg_ND_RRGGBB,Bg_ND_L,Bg_ND_a,Bg_ND_b,Fg_L,Fg_a,Fg_b,CD_Fg_L,CD_Fg_a,CD_Fg_b,Com_Fg_L,Com_Fg_a,Com_Fg_b,GammutFlag,ComS_Fg_L,ComS_Fg_a,ComS_Fg_b,Measured_L,Measured_a,Measured_b,,,,,,,
AD,ND,0xb53742,42.51301674,52.81210404,23.78612718,0x9c2a32,35.4962522,49.21203717,25.34967429,0xb53242,41.74453577,54.88643384,22.97984287,38.86842312,-4.741776993,27.61548385,28.69476576,-3.62684101,6.236104059,14.13325912,119.9098517,-1.005315803,1,14.13325912,119.9098517,-1.005315803,43.79958613,49.75660873,18.13068064,,,,,,,
AD,ND,0xb53742,42.51301674,52.81210404,23.78612718,0x9c2a32,35.4962522,49.21203717,25.34967429,0xb53242,41.74453577,54.88643384,22.97984287,80.90956241,-42.82638045,47.19177386,78.91148853,-64.77105596,45.4064317,73.52745758,-94.85614364,45.94201766,1,73.52745758,-94.85614364,45.94201766,78.20447032,-34.97603992,49.37898949,,,,,,,
AD,ND,0xb53742,42.51301674,52.81210404,23.78612718,0x9c2a32,35.4962522,49.21203717,25.34967429,0xb53242,41.74453577,54.88643384,22.97984287,76.39659677,-9.978915329,37.94753109,72.00065399,-26.75060235,35.89623654,68.16749767,-50.33841524,34.91872641,0,68.16749767,-50.33841524,34.91872641,64.51560838,-9.893918481,28.7288227,,,,,,,
AD,ND,0xb53742,42.51301674,52.81210404,23.78612718,0x9c2a32,35.4962522,49.21203717,25.34967429,0xb53242,41.74453577,54.88643384,22.97984287,76.28417644,28.01379501,28.17312137,68.76937084,22.80076207,13.82817336,68.03196653,4.121057035,23.33383443,0,68.03196653,4.121057035,23.33383443,63.21042477,25.7928204,17.4919443,,,,,,,
AD,ND,0xb53742,42.51301674,52.81210404,23.78612718,0x9c2a32,35.4962522,49.21203717,25.34967429,0xb53242,41.74453577,54.88643384,22.97984287,43.52741391,18.06521779,23.16607729,32.39162389,12.75788243,5.207658748,10.39580372,80.36902101,7.655765229,1,10.39580372,80.36902101,7.655765229,42.33828973,63.9633901,-45.04100971,,,,,,,
AD,ND,0xb53742,42.51301674,52.81210404,23.78612718,0x9c2a32,35.4962522,49.21203717,25.34967429,0xb53242,41.74453577,54.88643384,22.97984287,46.52514986,72.65963533,44.46515341,40.75952516,55.62116674,39.3952219,21.29883994,68.32762696,6.317583187,1,21.29883994,68.32762696,6.317583187,51.88240622,23.87900501,33.90382765,,,,,,,
AD,ND,0xb53742,42.51301674,52.81210404,23.78612718,0x9c2a32,35.4962522,49.21203717,25.34967429,0xb53242,41.74453577,54.88643384,22.97984287,25.02419952,13.48760832,-23.27344401,17.80516476,14.55700191,-32.14648678,33.79947477,61.8586304,13.32719848,0,33.79947477,61.8586304,13.32719848,55.25726236,37.26075368,-18.61922315,,,,,,,
AD,ND,0xb53742,42.51301674,52.81210404,23.78612718,0x9c2a32,35.4962522,49.21203717,25.34967429,0xb53242,41.74453577,54.88643384,22.97984287,57.28684955,42.41342304,-9.925416598,47.54009971,42.98930702,-31.14954746,42.58501422,9.383081243,-26.68318337,0,42.58501422,9.383081243,-26.68318337,49.64133227,58.10818689,-61.60020011,,,,,,,
AD,ND,0xb53742,42.51301674,52.81210404,23.78612718,0x9c2a32,35.4962522,49.21203717,25.34967429,0xb53242,41.74453577,54.88643384,22.97984287,80.90255721,-52.33600011,51.98415805,80.09233489,-71.40234822,50.50836086,73.51924932,-111.1488834,51.89340418,1,73.51924932,-111.1488834,51.89340418,78.82766484,-41.16559108,57.27785348,,,,,,,
AD,ND,0xb53742,42.51301674,52.81210404,23.78612718,0x9c2a32,35.4962522,49.21203717,25.34967429,0xb53242,41.74453577,54.88643384,22.97984287,62.01161822,37.40311007,4.425166287,52.18031245,37.72737908,-14.12708612,49.59368478,6.262882286,-7.456773148,0,49.59368478,6.262882286,-7.456773148,51.31308717,39.60106175,-22.4324143,,,,,,,
AD,ND,0xb53742,42.51301674,52.81210404,23.78612718,0x9c2a32,35.4962522,49.21203717,25.34967429,0xb53242,41.74453577,54.88643384,22.97984287,61.85767499,37.66024701,22.65634194,50.94941277,34.18748716,8.671946644,49.37564163,6.522438077,14.75376473,0,49.37564163,6.522438077,14.75376473,50.34617935,33.19162535,16.44003219,,,,,,,
AD,ND,0xb53742,42.51301674,52.81210404,23.78612718,0x9c2a32,35.4962522,49.21203717,25.34967429,0xb53242,41.74453577,54.88643384,22.97984287,66.72559632,-4.913727447,-28.73647253,62.93164438,4.716625862,-54.37726665,56.02194759,-61.35609576,-41.93379872,1,56.02194759,-61.35609576,-41.93379872,60.43588092,29.91321158,-46.87092259,,,,,,,
AD,ND,0xb53742,42.51301674,52.81210404,23.78612718,0x9c2a32,35.4962522,49.21203717,25.34967429,0xb53242,41.74453577,54.88643384,22.97984287,46.52514986,72.65963533,44.46515341,40.75952516,55.62116674,39.3952219,21.29883994,68.32762696,6.317583187,1,21.29883994,68.32762696,6.317583187,51.88240622,23.87900501,33.90382765,,,,,,,
AD,ND,0xb53742,42.51301674,52.81210404,23.78612718,0x9c2a32,35.4962522,49.21203717,25.34967429,0xb53242,41.74453577,54.88643384,22.97984287,62.09488969,32.93177186,-23.89908843,55.06718729,35.84793776,-49.2143575,49.71138443,-1.210603513,-39.0556878,0,49.71138443,-1.210603513,-39.0556878,51.74664104,40.68943694,-44.01728026,,,,,,,
AD,ND,0xb53742,42.51301674,52.81210404,23.78612718,0x9c2a32,35.4962522,49.21203717,25.34967429,0xb53242,41.74453577,54.88643384,22.97984287,76.35866614,-14.34001607,47.13665367,72.13817096,-31.89893006,50.24100126,68.12178143,-57.20604672,46.39975471,0,68.12178143,-57.20604672,46.39975471,66.28237876,-14.52750054,27.94880015,,,,,,,
AD,ND,0xb53742,42.51301674,52.81210404,23.78612718,0x9c2a32,35.4962522,49.21203717,25.34967429,0xb53242,41.74453577,54.88643384,22.97984287,95.22079565,-24.55964673,82.01754044,95.33121073,-45.90733727,93.73312003,89.76950391,-51.65198514,86.80309559,0,89.76950391,-51.65198514,86.80309559,87.22686699,-32.40847036,81.84799519,,,,,,,
AD,ND,0xb53742,42.51301674,52.81210404,23.78612718,0x9c2a32,35.4962522,49.21203717,25.34967429,0xb53242,41.74453577,54.88643384,22.97984287,80.69105669,-57.46202845,37.4268798,80.39005367,-67.77536095,32.54817372,73.27127632,-121.0129094,34.29468494,1,73.27127632,-121.0129094,34.29468494,78.56657413,-18.74605544,-0.924174368,,,,,,,
AD,ND,0xb53742,42.51301674,52.81210404,23.78612718,0x9c2a32,35.4962522,49.21203717,25.34967429,0xb53242,41.74453577,54.88643384,22.97984287,81.05338057,-4.842195069,-23.61796801,79.92864825,2.295393998,-34.60577887,73.69590406,-37.2015408,-32.10611746,1,73.69590406,-37.2015408,-32.10611746,75.73661125,8.435941582,-41.64957146,,,,,,,
AD,ND,0xb53742,42.51301674,52.81210404,23.78612718,0x9c2a32,35.4962522,49.21203717,25.34967429,0xb53242,41.74453577,54.88643384,22.97984287,80.90959568,-33.13354352,13.79458645,79.65079809,-41.67244516,1.136699225,73.52749659,-79.21037716,7.722306052,1,73.52749659,-79.21037716,7.722306052,78.20447032,-18.58188476,2.293938791,,,,,,,
AD,ND,0xb53742,42.51301674,52.81210404,23.78612718,0x9c2a32,35.4962522,49.21203717,25.34967429,0xb53242,41.74453577,54.88643384,22.97984287,33.82172856,-34.20354915,33.60450527,25.42737825,-24.97199835,15.78124594,24.9913662,104.1516235,3.282034708,1,24.9913662,104.1516235,3.282034708,44.4045363,63.30044097,-28.53587858,,,,,,,
AD,ND,0xb53742,42.51301674,52.81210404,23.78612718,0x9c2a32,35.4962522,49.21203717,25.34967429,0xb53242,41.74453577,54.88643384,22.97984287,71.65406472,23.22380883,23.59198348,63.07336069,18.40893203,11.08625732,62.34743055,-6.090090725,17.50741679,0,62.34743055,-6.090090725,17.50741679,61.92935018,23.13607056,-0.738821196,,,,,,,
AD,ND,0xb53742,42.51301674,52.81210404,23.78612718,0x9c2a32,35.4962522,49.21203717,25.34967429,0xb53242,41.74453577,54.88643384,22.97984287,37.030831,59.97762767,-2.766112114,30.84284337,43.15427412,-15.2729856,19.14449936,7.358191907,-12.26465876,0,19.14449936,7.358191907,-12.26465876,53.4385145,29.55028192,-29.57438652,,,,,,,
AD,ND,0xb53742,42.51301674,52.81210404,23.78612718,0x9c2a32,35.4962522,49.21203717,25.34967429,0xb53242,41.74453577,54.88643384,22.97984287,48.16202058,14.31661066,-18.96533048,40.50808641,15.8236127,-37.65190351,25.52348009,-28.25761707,-48.38824378,1,25.52348009,-28.25761707,-48.38824378,63.3759297,0.071833766,-0.24129494,,,,,,,
AD,ND,0xb53742,42.51301674,52.81210404,23.78612718,0x9c2a32,35.4962522,49.21203717,25.34967429,0xb53242,41.74453577,54.88643384,22.97984287,57.1048468,51.87801023,13.37215396,46.62487975,50.32541544,-2.066718845,42.29952083,26.29824309,1.146348854,0,42.29952083,26.29824309,1.146348854,63.20213136,5.583713367,26.52486347,,,,,,,
AD,ND,0xb53742,42.51301674,52.81210404,23.78612718,0x9c2a32,35.4962522,49.21203717,25.34967429,0xb53242,41.74453577,54.88643384,22.97984287,38.82551781,-28.43010558,18.50445731,31.32397838,-21.96467786,7.370548616,14.27473643,136.5830015,22.71635867,1,14.27473643,136.5830015,22.71635867,46.45860646,49.43111643,18.05671859,,,,,,,
AD,ND,0xb53742,42.51301674,52.81210404,23.78612718,0x9c2a32,35.4962522,49.21203717,25.34967429,0xb53242,41.74453577,54.88643384,22.97984287,95.35070839,-9.803413454,42.80004413,95.06190239,-28.19428164,41.18593461,89.91312573,-33.14086191,40.47953436,0,89.91312573,-33.14086191,40.47953436,83.33176451,-12.98274917,26.56725852,,,,,,,
AD,ND,0xb53742,42.51301674,52.81210404,23.78612718,0x9c2a32,35.4962522,49.21203717,25.34967429,0xb53242,41.74453577,54.88643384,22.97984287,71.37520302,51.99133769,-19.02629817,65.65122936,57.91934435,-44.84719646,61.99793643,33.92297482,-29.82608753,0,61.99793643,33.92297482,-29.82608753,72.08120383,24.59481336,-18.30862241,,,,,,,
AD,ND,0xb53742,42.51301674,52.81210404,23.78612718,0x9c2a32,35.4962522,49.21203717,25.34967429,0xb53242,41.74453577,54.88643384,22.97984287,43.35264839,23.2466303,-28.16590211,34.35497953,27.94273381,-49.53060334,9.478037623,74.86601084,-77.11079823,1,9.478037623,74.86601084,-77.11079823,40.71912115,62.15107804,-46.02008071,,,,,,,
AD,ND,0xb53742,42.51301674,52.81210404,23.78612718,0x9c2a32,35.4962522,49.21203717,25.34967429,0xb53242,41.74453577,54.88643384,22.97984287,29.14861369,38.18425914,-24.05184311,20.3811463,29.78408637,-37.10214836,30.49533699,48.48960411,-4.589878973,0,30.49533699,48.48960411,-4.589878973,59.8887384,20.66489011,-18.26627811,,,,,,,
AD,ND,0xb53742,42.51301674,52.81210404,23.78612718,0x9c2a32,35.4962522,49.21203717,25.34967429,0xb53242,41.74453577,54.88643384,22.97984287,80.56513037,-68.71222272,37.01482164,81.21733358,-72.34135608,38.66974216,73.1234952,-143.5186833,33.81227743,1,73.1234952,-143.5186833,33.81227743,86.19610756,-33.84514257,13.59889386,,,,,,,
AD,ND,0xb53742,42.51301674,52.81210404,23.78612718,0x9c2a32,35.4962522,49.21203717,25.34967429,0xb53242,41.74453577,54.88643384,22.97984287,71.42942819,-37.92062481,27.99563321,68.6461014,-50.31613576,21.13312851,62.06596668,-114.7744021,22.72204487,1,62.06596668,-114.7744021,22.72204487,68.43863463,-9.991864234,9.816451262,,,,,,,
AD,ND,0xb53742,42.51301674,52.81210404,23.78612718,0x9c2a32,35.4962522,49.21203717,25.34967429,0xb53242,41.74453577,54.88643384,22.97984287,34.17105767,18.60724478,-13.83969023,24.6866178,13.95591828,-26.67730193,24.46496327,72.64085032,-12.71650685,1,24.46496327,72.64085032,-12.71650685,68.53339492,-3.199700625,11.68870954,,,,,,,
AD,ND,0xb53742,42.51301674,52.81210404,23.78612718,0x9c2a32,35.4962522,49.21203717,25.34967429,0xb53242,41.74453577,54.88643384,22.97984287,87.01984148,-33.03508633,84.96692935,84.72278215,-51.43769064,84.84472302,80.57801679,-70.34609784,96.28994011,1,80.57801679,-70.34609784,96.28994011,78.30403371,-37.84087075,72.20685392,,,,,,,
AD,ND,0xb53742,42.51301674,52.81210404,23.78612718,0x9c2a32,35.4962522,49.21203717,25.34967429,0xb53242,41.74453577,54.88643384,22.97984287,15.56889679,0.943581141,-23.72747678,12.70310415,17.02910078,-27.35287834,38.41065314,59.66601332,60.71235249,1,38.41065314,59.66601332,60.71235249,45.09533651,54.61493833,21.56895283,,,,,,,
AD,ND,0xb53742,42.51301674,52.81210404,23.78612718,0x9c2a32,35.4962522,49.21203717,25.34967429,0xb53242,41.74453577,54.88643384,22.97984287,38.98063323,4.120672616,18.31743663,29.72566395,-1.491982815,8.604356331,13.75575237,112.865382,23.36470703,1,13.75575237,112.865382,23.36470703,46.76387011,50.43004938,-24.70415047,,,,,,,
AD,ND,0xb53742,42.51301674,52.81210404,23.78612718,0x9c2a32,35.4962522,49.21203717,25.34967429,0xb53242,41.74453577,54.88643384,22.97984287,71.29524952,-56.69199477,69.82663024,69.23384022,-67.3562644,66.8147739,61.89756525,-169.4024944,91.92624541,1,61.89756525,-169.4024944,91.92624541,70.23193553,-15.04756343,11.52730164,,,,,,,
AD,ND,0xb53742,42.51301674,52.81210404,23.78612718,0x9c2a32,35.4962522,49.21203717,25.34967429,0xb53242,41.74453577,54.88643384,22.97984287,80.90255721,-52.33600011,51.98415805,80.09233489,-71.40234822,50.50836086,73.51924932,-111.1488834,51.89340418,1,73.51924932,-111.1488834,51.89340418,78.82766484,-41.16559108,57.27785348,,,,,,,
AD,ND,0xb53742,42.51301674,52.81210404,23.78612718,0x9c2a32,35.4962522,49.21203717,25.34967429,0xb53242,41.74453577,54.88643384,22.97984287,57.1048468,51.87801023,13.37215396,46.62487975,50.32541544,-2.066718845,42.29952083,26.29824309,1.146348854,0,42.29952083,26.29824309,1.146348854,63.20213136,5.583713367,26.52486347,,,,,,,
AD,ND,0xb53742,42.51301674,52.81210404,23.78612718,0x9c2a32,35.4962522,49.21203717,25.34967429,0xb53242,41.74453577,54.88643384,22.97984287,10.88716277,20.74211104,-14.94616169,10.40900213,12.1425211,-23.15196128,39.73213271,54.0524469,35.83964734,0,39.73213271,54.0524469,35.83964734,47.46914117,50.63407014,26.47231311,,,,,,,
AD,ND,0xb53742,42.51301674,52.81210404,23.78612718,0x9c2a32,35.4962522,49.21203717,25.34967429,0xb53242,41.74453577,54.88643384,22.97984287,66.34678327,-51.29735391,15.44690735,63.48313887,-47.99937057,11.6524122,55.52098057,-238.1111194,6.923279828,1,55.52098057,-238.1111194,6.923279828,61.15926404,0.829194155,0.198723878,,,,,,,
AD,ND,0xb53742,42.51301674,52.81210404,23.78612718,0x9c2a32,35.4962522,49.21203717,25.34967429,0xb53242,41.74453577,54.88643384,22.97984287,52.86102051,18.26927528,9.084349022,41.93031631,13.86123543,-7.146160939,35.17010456,-72.49811646,-7.20065441,1,35.17010456,-72.49811646,-7.20065441,45.72992368,28.72502816,5.484704035,,,,,,,
AD,ND,0xb53742,42.51301674,52.81210404,23.78612718,0x9c2a32,35.4962522,49.21203717,25.34967429,0xb53242,41.74453577,54.88643384,22.97984287,29.55871977,23.05465926,-9.389320443,21.09430513,19.37454012,-19.23222654,30.10179948,60.76038678,18.13199452,0,30.10179948,60.76038678,18.13199452,66.0125227,6.485940885,3.000887039,,,,,,,
AD,ND,0xb53742,42.51301674,52.81210404,23.78612718,0x9c2a32,35.4962522,49.21203717,25.34967429,0xb53242,41.74453577,54.88643384,22.97984287,62.02080898,-43.56998028,58.96996058,56.86533462,-50.3876774,51.4963923,49.60668371,-139.3428179,82.04481406,1,49.60668371,-139.3428179,82.04481406,59.44344636,16.04605535,-20.32270955,,,,,,,
AD,ND,0xb53742,42.51301674,52.81210404,23.78612718,0x9c2a32,35.4962522,49.21203717,25.34967429,0xb53242,41.74453577,54.88643384,22.97984287,71.53886889,-0.23386774,42.49185372,64.20541859,-12.81427197,39.58792072,62.20316572,-42.41557686,41.00721214,0,62.20316572,-42.41557686,41.00721214,60.35564726,1.789691365,13.36981801,,,,,,,
AD,ND,0xb53742,42.51301674,52.81210404,23.78612718,0x9c2a32,35.4962522,49.21203717,25.34967429,0xb53242,41.74453577,54.88643384,22.97984287,71.38846928,-63.36752685,57.40636087,70.65319718,-70.50839943,59.71059845,62.01458331,-196.6858063,63.23110854,1,62.01458331,-196.6858063,63.23110854,70.30184956,-12.74834761,6.868416867,,,,,,,
AD,ND,0xb53742,42.51301674,52.81210404,23.78612718,0x9c2a32,35.4962522,49.21203717,25.34967429,0xb53242,41.74453577,54.88643384,22.97984287,33.57859704,47.65552611,-43.08556088,25.29050266,48.65276654,-61.74798895,25.34570926,38.53170706,-47.49813136,0,25.34570926,38.53170706,-47.49813136,66.80166877,-8.084168385,13.49189885,,,,,,,
AD,ND,0xb53742,42.51301674,52.81210404,23.78612718,0x9c2a32,35.4962522,49.21203717,25.34967429,0xb53242,41.74453577,54.88643384,22.97984287,57.41216399,-15.13747769,-23.83011841,52.04011566,-2.048407514,-43.44023633,42.78079577,-163.0939826,-42.12429025,1,42.78079577,-163.0939826,-42.12429025,55.45142479,31.77828138,-36.37951365,,,,,,,
AD,ND,0xb53742,42.51301674,52.81210404,23.78612718,0x9c2a32,35.4962522,49.21203717,25.34967429,0xb53242,41.74453577,54.88643384,22.97984287,52.88613012,18.82134265,-18.87363851,45.46251312,19.31368182,-38.79470908,35.21555371,-69.75621256,-40.9358869,1,35.21555371,-69.75621256,-40.9358869,51.01319624,46.13237519,-49.99996167,,,,,,,
AD,ND,0xb53742,42.51301674,52.81210404,23.78612718,0x9c2a32,35.4962522,49.21203717,25.34967429,0xb53242,41.74453577,54.88643384,22.97984287,52.49628053,42.81196364,-9.989210142,42.64245732,41.04608892,-29.88301123,34.50443718,1.964896233,-31.14474671,0,34.50443718,1.964896233,-31.14474671,43.81413237,49.83292999,-34.04667156,,,,,,,
AD,ND,0xb53742,42.51301674,52.81210404,23.78612718,0x9c2a32,35.4962522,49.21203717,25.34967429,0xb53242,41.74453577,54.88643384,22.97984287,62.37573164,-4.918658992,23.78560592,55.3391438,-16.70839573,18.57993524,50.10709181,-78.0171905,16.32145326,1,50.10709181,-78.0171905,16.32145326,54.18579648,16.55545316,-11.9770042,,,,,,,
AD,ND,0xb53742,42.51301674,52.81210404,23.78612718,0x9c2a32,35.4962522,49.21203717,25.34967429,0xb53242,41.74453577,54.88643384,22.97984287,57.40268083,13.97405569,22.9377563,46.19071294,6.429670293,9.518551364,42.76600234,-53.12379106,14.10401184,1,42.76600234,-53.12379106,14.10401184,48.88395864,18.42253038,19.43098519,,,,,,,
AD,ND,0xb53742,42.51301674,52.81210404,23.78612718,0x9c2a32,35.4962522,49.21203717,25.34967429,0xb53242,41.74453577,54.88643384,22.97984287,24.84040035,12.21481868,34.60019155,18.09854868,6.988562503,0.576429596,33.92333926,62.28903972,11.9769397,0,33.92333926,62.28903972,11.9769397,65.1684231,7.328560774,10.80800061,,,,,,,
AD,ND,0xb53742,42.51301674,52.81210404,23.78612718,0x9c2a32,35.4962522,49.21203717,25.34967429,0xb53242,41.74453577,54.88643384,22.97984287,57.48547037,36.86163237,-61.11166317,54.0641204,60.62399935,-79.19979241,42.89503014,-0.931309476,-81.9238726,1,42.89503014,-0.931309476,-81.9238726,54.62663404,60.07339055,-73.81659041,,,,,,,
AD,ND,0xb53742,42.51301674,52.81210404,23.78612718,0x9c2a32,35.4962522,49.21203717,25.34967429,0xb53242,41.74453577,54.88643384,22.97984287,62.17302775,-5.316009086,-33.29036256,57.62182658,10.29806183,-59.27909241,49.82167339,-80.11762356,-49.10986386,1,49.82167339,-80.11762356,-49.10986386,60.64016091,29.98065826,-40.03234857,,,,,,,
AD,ND,0xb53742,42.51301674,52.81210404,23.78612718,0x9c2a32,35.4962522,49.21203717,25.34967429,0xb53242,41.74453577,54.88643384,22.97984287,52.50083765,51.89746071,-61.84748114,48.56102394,68.78295125,-88.68788975,34.51281867,22.16033169,-88.11439602,1,34.51281867,22.16033169,-88.11439602,51.1404002,68.7195499,-84.12428555,,,,,,,
AD,ND,0xb53742,42.51301674,52.81210404,23.78612718,0x9c2a32,35.4962522,49.21203717,25.34967429,0xb53242,41.74453577,54.88643384,22.97984287,57.19786801,56.69749212,-57.23255516,52.25857147,73.3563631,-82.31280781,42.44560694,34.63077668,-78.10611351,0,42.44560694,34.63077668,-78.10611351,70.91915453,29.89852778,-50.13938875,,,,,,,
AD,ND,0xb53742,42.51301674,52.81210404,23.78612718,0x9c2a32,35.4962522,49.21203717,25.34967429,0xb53242,41.74453577,54.88643384,22.97984287,10.52161675,12.06500212,-29.01373647,15.74748131,5.870983434,-21.51879277,39.8159338,55.72573014,62.49947262,1,39.8159338,55.72573014,62.49947262,55.49216688,37.75702244,-10.97309663,,,,,,,
AD,ND,0xb53742,42.51301674,52.81210404,23.78612718,0x9c2a32,35.4962522,49.21203717,25.34967429,0xb53242,41.74453577,54.88643384,22.97984287,90.56597947,-0.002406856,-4.579563494,90.12102062,-4.587249429,-17.03272306,84.58493481,-23.63970299,-10.57199742,0,84.58493481,-23.63970299,-10.57199742,81.45073956,-0.445785348,-20.44876831,,,,,,,
AD,ND,0xb53742,42.51301674,52.81210404,23.78612718,0x9c2a32,35.4962522,49.21203717,25.34967429,0xb53242,41.74453577,54.88643384,22.97984287,76.37208302,-0.139619093,37.71336635,70.69821363,-14.16829246,32.65519519,68.13795363,-35.50284591,34.63517803,0,68.13795363,-35.50284591,34.63517803,67.04380242,3.858412682,-0.916352161,,,,,,,
AD,ND,0xb53742,42.51301674,52.81210404,23.78612718,0x9c2a32,35.4962522,49.21203717,25.34967429,0xb53242,41.74453577,54.88643384,22.97984287,43.34311491,27.8705286,-5.005698565,33.77374895,24.30570616,-21.52897701,9.426203783,63.77297422,-48.48860742,1,9.426203783,63.77297422,-48.48860742,57.84672242,14.91008204,-10.30660242,,,,,,,
AD,ND,0xb53742,42.51301674,52.81210404,23.78612718,0x9c2a32,35.4962522,49.21203717,25.34967429,0xb53242,41.74453577,54.88643384,22.97984287,56.94595256,46.78808757,57.01617638,47.41743512,41.65134204,49.00053758,42.04914482,17.06377885,50.2039063,0,42.04914482,17.06377885,50.2039063,47.3397176,45.2874292,7.002110844,,,,,,,
AD,ND,0xb53742,42.51301674,52.81210404,23.78612718,0x9c2a32,35.4962522,49.21203717,25.34967429,0xb53242,41.74453577,54.88643384,22.97984287,76.24943955,-4.844184798,28.2156564,71.06353877,-19.56513894,21.59920676,67.99006701,-42.69534728,23.38047755,0,67.99006701,-42.69534728,23.38047755,68.54795458,-6.895095839,7.066125608,,,,,,,
AD,ND,0xb53742,42.51301674,52.81210404,23.78612718,0x9c2a32,35.4962522,49.21203717,25.34967429,0xb53242,41.74453577,54.88643384,22.97984287,38.42170086,42.20090277,-47.4071868,31.70424579,49.36374732,-69.45314772,15.53603691,53.82186521,-78.92248487,0,15.53603691,53.82186521,-78.92248487,42.86852917,55.42980907,-38.29499783,,,,,,,
AD,ND,0xb53742,42.51301674,52.81210404,23.78612718,0x9c2a32,35.4962522,49.21203717,25.34967429,0xb53242,41.74453577,54.88643384,22.97984287,62.24832778,-23.68770016,9.531174888,56.85553364,-29.30662003,-2.577711998,49.92781594,-143.1765953,-1.356710571,1,49.92781594,-143.1765953,-1.356710571,56.74263242,12.07408993,-6.99843694,,,,,,,
AD,ND,0xb53742,42.51301674,52.81210404,23.78612718,0x9c2a32,35.4962522,49.21203717,25.34967429,0xb53242,41.74453577,54.88643384,22.97984287,43.6398773,18.43424662,-18.44381681,35.07313276,20.08026702,-36.61751212,10.95684835,76.22138752,-63.61629731,1,10.95684835,76.22138752,-63.61629731,40.3610569,52.67162022,-19.93667087,,,,,,,
AD,ND,0xb53742,42.51301674,52.81210404,23.78612718,0x9c2a32,35.4962522,49.21203717,25.34967429,0xb53242,41.74453577,54.88643384,22.97984287,36.6714896,70.89027481,-59.60010275,32.54665533,68.1192683,-78.70075314,19.93904986,-38.1439121,-81.51782113,1,19.93904986,-38.1439121,-81.51782113,58.90947851,24.92208298,-34.98861561,,,,,,,
AD,ND,0xb53742,42.51301674,52.81210404,23.78612718,0x9c2a32,35.4962522,49.21203717,25.34967429,0xb53242,41.74453577,54.88643384,22.97984287,37.62127339,47.15198338,49.96378941,29.08208806,37.19709184,21.88542395,17.72884469,41.10344854,-13.79253483,0,17.72884469,41.10344854,-13.79253483,56.50587686,25.47714255,-23.44601627,,,,,,,
AD,ND,0xb53742,42.51301674,52.81210404,23.78612718,0x9c2a32,35.4962522,49.21203717,25.34967429,0xb53242,41.74453577,54.88643384,22.97984287,57.10016106,41.89279288,46.32605402,45.83896329,41.49842136,34.05592843,42.29215239,8.150379128,61.75676191,1,42.29215239,8.150379128,61.75676191,45.98826778,39.06575515,24.92778181,,,,,,,
AD,ND,0xb53742,42.51301674,52.81210404,23.78612718,0x9c2a32,35.4962522,49.21203717,25.34967429,0xb53242,41.74453577,54.88643384,22.97984287,34.12720391,8.768047648,18.10576394,23.1182825,-0.305633038,3.551805266,24.53220726,80.74372623,19.19922926,1,24.53220726,80.74372623,19.19922926,42.97343766,52.06071253,-1.31700841,,,,,,,
AD,ND,0xb53742,42.51301674,52.81210404,23.78612718,0x9c2a32,35.4962522,49.21203717,25.34967429,0xb53242,41.74453577,54.88643384,22.97984287,43.53252982,9.39576638,-0.24354759,33.96204992,6.21229283,-11.10136168,10.42179908,95.75378351,-40.62255205,1,10.42179908,95.75378351,-40.62255205,41.10464953,50.06730889,-1.421098466,,,,,,,
AD,ND,0xb53742,42.51301674,52.81210404,23.78612718,0x9c2a32,35.4962522,49.21203717,25.34967429,0xb53242,41.74453577,54.88643384,22.97984287,57.48547037,36.86163237,-61.11166317,54.0641204,60.62399935,-79.19979241,42.89503014,-0.931309476,-81.9238726,1,42.89503014,-0.931309476,-81.9238726,54.62663404,60.07339055,-73.81659041,,,,,,,
AD,ND,0xb53742,42.51301674,52.81210404,23.78612718,0x9c2a32,35.4962522,49.21203717,25.34967429,0xb53242,41.74453577,54.88643384,22.97984287,38.81970108,13.51069225,18.38023804,28.82461764,4.657254828,3.576134911,14.29379796,101.1741324,23.135234,1,14.29379796,101.1741324,23.135234,45.02556105,71.90207345,-57.37554303,,,,,,,
AD,ND,0xb53742,42.51301674,52.81210404,23.78612718,0x9c2a32,35.4962522,49.21203717,25.34967429,0xb53242,41.74453577,54.88643384,22.97984287,85.81367374,-24.33504767,-19.00089507,86.22847883,-16.65318911,-23.74400201,79.20207432,-59.50107513,-26.36150565,1,79.20207432,-59.50107513,-26.36150565,83.8667471,-2.319390909,-27.81595327,,,,,,,
AD,ND,0xb53742,42.51301674,52.81210404,23.78612718,0x9c2a32,35.4962522,49.21203717,25.34967429,0xb53242,41.74453577,54.88643384,22.97984287,57.40168057,-14.05702224,9.314699765,50.81565316,-20.94965276,-1.147579611,42.76444176,-171.8356322,-3.825812214,1,42.76444176,-171.8356322,-3.825812214,51.47346614,19.52747384,-0.813049142,,,,,,,
