BinL,BinA,BinB,MeasuredL,MeasuredA,MeasuredB,MeasuredX,MeasuredY,MeasuredZ,R,G,B,OldR,OldG,OldB,Empty
45,65,-15,38.87252479,58.83663901,-32.9162031,0.1959,0.10585,0.28225,176,30,122,191,46,132,
45,60,0,37.49924564,52.60331935,-18.92177529,0.1727,0.0981,0.18695,176,38,96,191,53,108,
55,75,-70,52.44233258,90.89320188,-81.9959783,0.43695,0.2054,1.0888,172,60,251,191,72,255,
55,65,-55,51.42199894,75.79040828,-83.75517424,0.374,0.19635,1.0888,173,71,222,191,83,228,
50,40,40,40.18030591,32.88825596,19.05894701,0.1582,0.1136,0.0641,176,75,43,191,88,55,
55,40,-5,47.23579663,37.51996479,-25.67551612,0.2267,0.162,0.33265,175,91,131,191,103,140,
60,60,-60,57.86579933,74.79664208,-72.64517356,0.46215,0.2582,1.0888,172,92,248,191,104,252,
55,35,10,46.02886259,32.73822665,-12.59598608,0.2055,0.1529,0.2325,176,94,102,191,106,115,
55,30,30,45.37285718,24.4498726,11.55061028,0.1835,0.1481,0.114,176,97,68,191,109,82,
55,25,65,47.35268377,14.88882628,41.67888022,0.18155,0.1629,0.04195,186,108,0,191,112,0,
60,45,-35,55.55827391,48.78597625,-61.21959675,0.3466,0.23475,0.8561,174,103,199,191,115,206,
60,35,-15,53.659024,34.6302428,-38.19974809,0.28555,0.21655,0.5399,176,109,160,191,121,170,
60,25,10,51.7523088,19.82032408,-9.799574753,0.2306,0.19925,0.27625,175,115,116,191,127,127,
60,20,30,51.27862066,11.73191277,14.91940426,0.20885,0.1951,0.14055,177,117,82,191,129,93,
60,15,55,51.81459158,4.103501318,41.8639263,0.198,0.1998,0.05755,176,120,25,191,132,46,
65,20,0,58.58353807,14.22282425,-20.94500511,0.28765,0.2658,0.4551,175,133,149,191,144,157,
65,10,30,57.86579933,-0.126889895,17.17277535,0.2451,0.2582,0.18205,176,138,91,191,149,104,
70,35,-45,67.88034634,47.04141422,-55.3787132,0.51865,0.3781,1.0888,172,140,250,191,150,253,
65,5,55,57.85626211,-6.467281673,41.55990295,0.23065,0.2581,0.0859,176,140,39,191,151,57,
70,0,35,64.46742428,-12.95752662,25.79033993,0.283,0.3338,0.1961,176,157,96,191,168,107,
70,-5,60,64.38296298,-18.78351612,52.54736849,0.26755,0.33275,0.0867,176,160,45,191,170,57,
100,-5,30,65.10915009,-21.28203864,61.91852316,0.2691,0.34185,0.0644,255,250,187,191,171,3,
75,0,10,71.19718239,-9.496442232,-6.411984567,0.37385,0.42475,0.5242,174,173,157,191,182,165,
75,-15,65,71.13555165,-31.01390349,61.49615362,0.31105,0.42385,0.0951,175,179,38,191,189,56,
100,-5,30,71.62279037,-32.57948034,68.79830873,0.3125,0.431,0.0758,255,250,187,191,191,7,
80,-5,5,77.97526145,-15.41608277,-12.98880578,0.4498,0.5317,0.7296,174,191,180,191,200,187,
80,-20,50,77.43008719,-38.81229462,46.35385853,0.3664,0.5225,0.20555,175,197,88,191,206,102,
90,-20,10,90.01465211,-30.60827584,-8.37192995,0.58925,0.76335,0.95065,173,229,199,191,236,205,
90,-40,75,89.72452386,-63.79149534,77.75287959,0.4577,0.7571,0.15545,174,237,53,191,244,68,
40,70,15,36.1952259,49.07657449,2.740831362,0.1565,0.0911,0.0904,189,0,69,192,0,75,
45,85,-55,42.46033672,77.90053142,-75.76695447,0.27295,0.128,0.7491,190,0,207,192,0,199,
100,-5,30,42.26941329,79.24637045,-76.2021328,0.27425,0.12675,0.75045,255,250,187,192,0,200,
100,-5,30,38.09253161,62.42465885,-37.64201185,0.19635,0.1014,0.3053,255,250,187,192,3,139,
100,-5,30,35.92647043,53.26588401,-8.408769375,0.16175,0.0897,0.12785,255,250,187,192,5,95,
50,85,-70,47.21627338,91.4031076,-91.0064252,0.36635,0.16185,1.0888,174,17,236,192,30,240,
45,70,-25,39.12194878,64.37195226,-43.99856081,0.20935,0.1073,0.3658,177,20,139,192,36,148,
45,60,5,37.44465454,51.82374739,-11.43480219,0.17085,0.0978,0.15125,178,37,88,192,52,101,
50,75,-55,45.89333919,79.18623014,-80.80520992,0.31485,0.1519,0.8974,175,39,207,192,52,213,
45,55,25,36.67775399,45.55907249,8.875171844,0.15405,0.09365,0.0749,177,44,56,192,58,70,
50,55,-15,42.22340505,52.93842345,-34.55337161,0.2134,0.12645,0.3344,177,62,135,192,76,144,
50,45,15,40.71103344,40.30877984,-1.082796932,0.17555,0.11685,0.1315,177,71,81,192,84,96,
50,40,45,41.04075616,32.95232288,31.11984364,0.1648,0.1189,0.04135,178,74,33,192,88,47,
55,60,-45,50.70475076,65.88654842,-71.22274144,0.3356,0.19015,0.87905,175,75,204,192,88,210,
55,45,-15,48.10847853,44.6130436,-36.38027381,0.25135,0.1688,0.43155,177,87,146,192,99,157,
55,30,35,46.00180529,21.29198635,23.11438204,0.18265,0.1527,0.08005,178,97,57,192,109,74,
60,40,-25,54.8709109,40.89223785,-48.17584115,0.31595,0.22805,0.673,175,106,181,192,118,188,
60,15,60,52.70236173,3.827037041,50.36992312,0.2052,0.20775,0.04295,177,120,9,192,132,33,
65,40,-40,62.05338042,47.60261863,-65.42520617,0.43065,0.30465,1.0888,174,122,225,192,133,229,
65,15,15,58.51332193,7.473290754,-2.605038449,0.2699,0.26505,0.3065,177,135,117,192,146,131,
65,5,60,58.3207195,-6.409553957,52.52042968,0.23525,0.263,0.05885,177,140,30,192,151,45,
70,10,5,64.5075817,2.738448493,-12.32951543,0.3253,0.3343,0.46985,175,153,153,192,163,161,
70,5,20,64.37490979,-4.83415465,6.940470032,0.3031,0.33265,0.31045,176,155,125,192,165,134,
75,-5,25,71.71418053,-19.97763085,16.46113811,0.34915,0.43235,0.33315,175,175,127,192,185,137,
75,-15,70,71.10470357,-31.17659528,70.57788323,0.31025,0.4234,0.06865,176,179,27,192,188,42,
80,10,-25,79.35988234,13.06254823,-35.58640976,0.57995,0.55555,1.0888,173,184,241,192,193,244,
80,0,-5,78.05472944,-4.97169665,-27.3564868,0.4882,0.53305,0.92645,175,189,200,192,197,206,
80,-25,80,77.05005477,-40.88676098,76.64584667,0.3553,0.51615,0.08005,176,199,0,192,207,0,
85,-30,65,83.13362354,-51.58442119,68.22571367,0.40325,0.62415,0.1474,176,217,69,192,224,81,
90,-35,55,89.9938159,-58.77088271,53.66182488,0.4797,0.7629,0.29275,175,235,105,192,242,116,
90,-40,80,89.92430262,-63.57098189,87.05858054,0.4615,0.7614,0.1188,176,237,37,192,244,53,
40,70,20,36.58383731,46.72859765,13.3262341,0.15535,0.09315,0.06295,191,0,61,193,0,68,
45,80,-45,41.45353413,72.53018724,-62.87375123,0.24955,0.1215,0.5779,182,0,180,193,0,182,
100,-5,30,40.18854712,70.51828272,-57.14662015,0.2325,0.11365,0.4973,255,250,187,193,2,170,
45,75,-35,40.07294949,67.61725418,-53.39458097,0.225,0.11295,0.46,177,7,157,193,21,165,
45,65,-10,38.54222121,56.82833709,-26.63301402,0.18915,0.10395,0.23915,178,30,113,193,45,124,
45,55,35,36.62144422,45.09207122,20.79281838,0.15285,0.09335,0.04655,179,43,42,193,58,55,
45,55,30,36.58383731,45.81633304,17.70557443,0.1538,0.09315,0.05285,178,44,46,193,58,62,
50,70,-45,45.20664686,72.07623477,-68.73154765,0.28815,0.1469,0.7202,176,46,189,193,59,196,
100,-5,30,37.89621915,39.77512791,33.85570235,0.15315,0.1003,0.02805,255,250,187,193,65,9,
50,60,-25,43.47040743,58.92926736,-44.8914614,0.23825,0.13475,0.4361,178,57,151,193,71,161,
50,50,0,41.99226564,46.6654946,-17.74595573,0.19845,0.12495,0.2221,177,67,110,193,80,120,
50,45,20,40.32827931,39.58689423,1.844078305,0.1712,0.1145,0.1177,178,71,76,193,84,88,
50,40,55,41.46141419,29.15117069,45.18153087,0.1613,0.12155,0.0213,179,74,11,193,87,25,
50,40,50,40.78373997,30.83670183,34.82989742,0.15915,0.1173,0.03415,179,74,13,193,88,37,
55,55,-35,49.98966425,56.73862994,-58.71278787,0.30195,0.1841,0.69845,177,79,184,193,92,192,
55,50,-25,49.0872421,50.72034792,-47.77912459,0.2764,0.17665,0.55745,177,83,167,193,96,174,
55,40,0,46.82984017,36.16108874,-20.27195134,0.21995,0.1589,0.28945,179,90,118,193,103,132,
55,35,15,45.73674994,29.87633364,-5.866777951,0.19715,0.15075,0.1928,178,94,96,193,106,107,
60,55,-50,56.63924174,64.59274384,-74.75992804,0.40965,0.24555,1.0888,176,96,229,193,107,233,
55,30,40,45.39357026,21.12220943,24.80588462,0.1774,0.14825,0.07245,179,97,51,193,109,65,
60,30,0,52.82340402,24.96964934,-19.65581118,0.25295,0.20885,0.36015,177,112,135,193,124,144,
100,-5,30,51.51344196,6.346649106,49.72255572,0.1999,0.19715,0.04035,255,250,187,193,126,1,
60,25,15,51.17500866,18.98257516,-4.557284306,0.2233,0.1942,0.2374,178,115,107,193,126,119,
60,20,35,51.4391634,11.06399464,21.35284116,0.2089,0.1965,0.1164,179,117,67,193,129,84,
60,15,70,52.91116808,2.634367623,52.27042528,0.2046,0.20965,0.0401,196,132,0,193,131,0,
60,15,65,52.85634176,3.819695126,49.21230078,0.20655,0.20915,0.0457,178,120,0,193,131,11,
65,35,-30,61.00602217,37.86123597,-57.36591738,0.38445,0.29255,0.9355,176,125,206,193,135,211,
65,30,-20,60.61357743,28.68843204,-43.86517854,0.35155,0.2881,0.74145,177,127,185,193,138,193,
65,25,-10,59.60763283,21.51368498,-32.74199904,0.3188,0.2769,0.5905,176,130,167,193,141,175,
65,10,35,57.91344855,0.013613789,21.57825953,0.2459,0.2587,0.16145,178,137,84,193,148,95,
65,5,65,58.90020524,-8.840627099,57.42242711,0.2354,0.2692,0.0502,178,140,16,193,151,30,
70,30,-35,67.69506489,35.34263458,-55.69816398,0.4725,0.3756,1.0888,175,143,230,193,153,234,
70,15,-5,65.32999586,9.360193604,-26.30641363,0.3545,0.34465,0.62855,177,150,172,193,161,179,
70,0,40,64.2458386,-13.92076827,32.10422147,0.27815,0.33105,0.16325,178,157,84,193,167,98,
70,-5,65,64.67180977,-19.37661746,58.721046,0.26915,0.33635,0.07065,178,159,22,193,170,44,
75,20,-30,73.44809641,22.96369591,-45.77914412,0.51835,0.4585,1.0888,175,164,235,193,173,239,
75,5,0,71.62956655,-2.932007748,-20.11292506,0.40025,0.4311,0.6829,176,171,176,193,180,183,
75,-10,45,71.06353877,-26.05840224,39.18604929,0.3238,0.4228,0.18575,177,177,86,193,186,100,
75,-15,75,70.80537233,-30.66490171,69.69628707,0.30815,0.41905,0.0696,178,179,0,193,188,19,
80,5,-15,78.5782088,3.396600173,-36.93412276,0.5281,0.542,1.0888,175,186,221,193,195,225,
80,-10,20,77.8070529,-24.23535842,6.911776138,0.41755,0.52885,0.5051,176,193,151,193,201,159,
80,-15,35,77.51643392,-31.64458375,27.58680069,0.38965,0.52395,0.3249,176,195,122,193,203,131,
80,-20,55,77.49263007,-38.88334696,54.16817312,0.367,0.52355,0.16685,177,197,79,193,205,91,
85,-15,15,84.03080917,-28.31194889,-0.21439286,0.4971,0.64125,0.7008,175,211,176,193,219,182,
85,-25,45,83.65763432,-44.65905142,39.07235154,0.43355,0.6341,0.3184,176,215,115,193,223,124,
90,-10,-10,90.4434459,-11.1018834,-16.47681742,0.6823,0.77265,1.0888,173,225,241,193,232,245,
90,-15,0,90.19258366,-20.75266437,-16.90933852,0.6344,0.7672,1.0888,174,227,219,193,234,225,
40,70,30,36.30005501,47.59938554,13.95882106,0.15475,0.09165,0.06025,194,0,47,194,0,54,
40,70,25,35.4099973,48.55317333,12.61445678,0.1499,0.08705,0.0598,193,0,52,194,0,61,
45,60,10,36.77133698,52.11425687,-8.175183083,0.16615,0.09415,0.1327,180,36,79,194,51,93,
45,55,40,36.49902453,45.29321415,21.98693813,0.1523,0.0927,0.0438,180,43,26,194,57,47,
50,65,-35,44.23293158,65.436049,-57.57573505,0.26115,0.14,0.5725,177,52,171,194,65,178,
55,70,-60,51.98387484,82.05956128,-82.78642269,0.40125,0.2013,1.0888,176,65,232,194,77,237,
50,45,25,40.49178757,39.45823905,4.804346759,0.17225,0.1155,0.10805,180,70,67,194,84,80,
50,40,60,41.50078212,30.43266559,37.87198013,0.16385,0.1218,0.0313,181,75,0,194,87,0,
100,-5,30,44.23293158,23.19565926,44.15595538,0.172,0.14,0.02895,255,250,187,194,99,5,
55,30,45,45.63419701,21.23477419,34.36002247,0.17955,0.15,0.0506,180,96,42,194,109,56,
65,20,5,58.19333656,14.32174936,-13.81961987,0.2836,0.26165,0.38755,179,132,140,194,143,148,
65,15,20,58.01806114,5.726690659,5.148030168,0.26045,0.2598,0.25,179,135,111,194,146,122,
65,10,40,57.70333037,-1.167418779,30.90560654,0.2411,0.2565,0.12105,180,137,70,194,148,86,
65,5,70,58.41009826,-8.247211946,62.11283633,0.232,0.26395,0.03945,182,142,0,194,150,0,
70,25,-25,67.02116234,24.93721047,-50.50028823,0.42645,0.3666,0.9882,177,145,210,194,156,216,
70,20,-15,66.42430474,16.91155361,-37.84110094,0.392,0.35875,0.7931,177,148,191,194,158,197,
70,-5,70,64.57976427,-19.4277915,62.90715845,0.26805,0.3352,0.0598,179,159,0,194,169,26,
75,15,-20,72.59790893,14.25159674,-46.40259751,0.47265,0.44555,1.0751,176,166,215,194,175,221,
75,10,-10,72.47843751,4.839544579,-31.85983703,0.438,0.44375,0.8535,177,168,195,194,178,202,
75,0,15,71.15610492,-12.05088835,0.78661789,0.36555,0.42415,0.4546,178,173,148,194,182,156,
75,-5,30,71.06353877,-19.56513894,21.59920676,0.3422,0.4228,0.28885,178,175,119,194,184,128,
75,-10,50,71.05667418,-26.96601891,48.53043925,0.3212,0.4227,0.1426,179,177,77,194,186,90,
75,-15,80,70.84333286,-31.25636074,73.68523229,0.307,0.4196,0.05985,192,191,0,194,188,0,
85,-20,30,83.88239529,-36.76335521,21.25246047,0.4642,0.6384,0.4682,177,213,145,194,221,153,
85,-30,70,83.00108826,-52.27520363,73.21615791,0.3992,0.62165,0.12605,178,217,57,194,224,69,
90,-25,25,90.30550309,-41.90054448,13.59177842,0.5486,0.76965,0.66505,176,231,168,194,238,176,
90,-30,40,90.08173537,-50.40804452,33.13803741,0.512,0.7648,0.45715,176,233,138,194,240,147,
90,-40,85,89.3531642,-61.23695533,91.60315938,0.46105,0.74915,0.09935,178,236,11,194,243,31,
95,-25,10,97.08131184,-36.49938766,-5.032220971,0.6971,0.9264,1.0888,175,248,214,194,254,220,
40,70,35,36.51789549,44.40704883,23.51202083,0.15095,0.0928,0.041,195,0,41,195,0,46,
50,90,-75,48.82829608,94.25370031,-88.22707572,0.39675,0.17455,1.0888,180,0,248,195,0,249,
100,-5,30,36.08038455,50.35734568,2.238257792,0.15785,0.0905,0.09135,255,250,187,195,5,82,
45,70,-20,38.80331768,62.48901125,-37.13434636,0.20265,0.10545,0.31035,179,20,131,195,34,140,
50,80,-60,46.13011785,84.37192753,-88.32480209,0.3321,0.15365,1.0161,178,27,217,195,41,222,
45,65,-5,37.99455382,55.70064625,-22.61619031,0.18245,0.10085,0.21085,180,29,105,195,44,116,
45,60,15,37.25270184,50.01136091,-0.176478079,0.1661,0.09675,0.10595,181,36,72,195,51,85,
45,55,50,36.30956411,42.89182461,37.81725902,0.14695,0.0917,0.01955,181,43,7,195,57,29,
45,55,45,36.20477323,44.70624821,29.30063063,0.1492,0.09115,0.03045,181,42,21,195,57,38,
50,55,-10,42.27707427,51.75471401,-29.33191309,0.2114,0.1268,0.2977,179,62,127,195,75,136,
50,50,5,41.57935667,44.43009645,-12.34110998,0.1905,0.1223,0.18925,180,66,100,195,80,112,
55,45,-10,47.54009971,42.98930702,-31.14954746,0.2419,0.16435,0.3791,180,87,140,195,99,149,
55,35,20,45.90012947,29.12205947,3.671324377,0.19705,0.15195,0.14895,180,93,86,195,106,99,
55,30,50,45.53130167,23.16195774,35.60806742,0.18235,0.14925,0.04765,181,96,26,195,109,47,
60,50,-40,56.11781821,55.12478464,-66.92862397,0.3727,0.2403,0.95235,178,99,209,195,111,215,
60,35,-10,53.5892576,32.76692663,-31.39507905,0.28005,0.2159,0.4721,179,109,153,195,120,162,
60,25,20,51.70126485,17.1970629,4.62112094,0.22435,0.1988,0.19175,181,114,96,195,126,110,
60,20,40,51.68991129,10.48790503,30.43184932,0.20995,0.1987,0.0874,180,117,58,195,129,76,
100,-5,30,57.71769469,-5.779889489,59.30891012,0.23085,0.25665,0.0424,255,250,187,195,147,7,
70,10,10,64.36282697,1.524960587,-6.318900759,0.3202,0.3325,0.41385,179,153,144,195,163,152,
70,5,25,64.50356776,-6.292746678,13.56774649,0.3007,0.33425,0.2673,179,155,115,195,165,125,
70,0,45,64.20541859,-12.81427197,39.58792072,0.2805,0.33055,0.13085,179,157,77,195,167,88,
70,-5,75,64.47545897,-17.92143773,68.02474376,0.27065,0.3339,0.04815,188,166,0,195,169,0,
80,-5,10,77.61449699,-15.92212632,-5.509525206,0.4427,0.5256,0.6329,178,191,172,195,199,178,
80,-15,40,77.41220241,-32.15104172,35.26431181,0.38665,0.5222,0.2709,180,195,110,195,203,121,
80,-20,60,77.27186743,-38.84349343,61.33056047,0.36425,0.51985,0.134,179,197,69,195,205,81,
100,-5,30,78.06355093,-41.50963854,78.67329865,0.3665,0.5332,0.07925,255,250,187,195,210,3,
85,-10,5,84.0879741,-20.06718095,-12.25300183,0.5292,0.64235,0.8592,177,209,195,195,217,201,
90,-35,60,89.74313979,-59.17589197,59.099857,0.47435,0.7575,0.2546,178,235,93,195,242,105,
95,-20,0,96.94280155,-26.49427566,-5.271031805,0.74165,0.923,1.0888,175,246,236,195,252,239,
40,70,45,36.29054245,47.25757916,23.69724785,0.1541,0.0916,0.03995,198,0,18,196,0,31,
40,70,40,34.84270945,49.67025628,28.55595396,0.1477,0.0842,0.0281,197,0,27,196,0,39,
45,80,-40,40.79180699,71.31080701,-57.5537193,0.24015,0.11735,0.51145,188,0,173,196,0,173,
100,-5,30,42.23874921,76.50229331,-68.84705112,0.26715,0.12655,0.65995,255,250,187,196,0,190,
100,-5,30,38.17243207,61.22473565,-31.06871846,0.19465,0.10185,0.26245,255,250,187,196,3,129,
45,75,-30,39.65615877,68.28698174,-48.74720718,0.22255,0.11045,0.4124,180,5,148,196,16,157,
50,75,-50,45.77767587,76.69211505,-73.86128491,0.30675,0.15105,0.7987,180,37,198,196,50,204,
45,55,60,37.25270184,44.22631775,27.12163108,0.156,0.09675,0.03685,194,50,0,196,57,0,
45,55,55,37.38995168,44.07274649,33.19416665,0.15675,0.0975,0.02775,181,43,5,196,57,15,
50,60,-20,43.37462985,57.36691381,-40.04855051,0.2338,0.1341,0.39315,181,56,144,196,70,153,
50,50,10,41.10464953,45.62897107,-9.143943488,0.18885,0.1193,0.16955,182,66,90,196,79,104,
55,65,-50,50.78067114,73.50541858,-78.67407198,0.35875,0.1908,0.99085,179,69,213,196,82,219,
50,45,30,40.08949262,39.84430874,11.22816975,0.1698,0.11305,0.085,181,70,58,196,83,72,
55,50,-20,48.23482588,50.14549454,-42.17151536,0.2659,0.1698,0.4867,181,82,158,196,95,166,
55,40,5,46.51191018,37.15884372,-14.77990619,0.21915,0.1565,0.25055,181,90,112,196,102,124,
55,35,25,45.15104234,30.61361556,6.309961423,0.1936,0.1465,0.13255,182,93,75,196,105,91,
55,30,55,46.02886259,21.59601287,39.50395081,0.18345,0.1529,0.04175,182,96,11,196,108,36,
60,45,-30,55.28798994,46.53442003,-53.87002135,0.33675,0.2321,0.7519,180,102,188,196,114,197,
60,40,-20,54.56921823,40.46654128,-43.06057584,0.31125,0.22515,0.6084,180,105,172,196,117,179,
100,-5,30,50.68135585,11.29057088,48.01363128,0.20265,0.18995,0.04085,255,250,187,196,122,11,
60,30,5,52.50891077,25.53922165,-13.74390549,0.2511,0.206,0.31205,181,111,126,196,123,136,
60,20,45,51.56476999,11.02730718,34.65199781,0.20995,0.1976,0.0746,181,117,51,196,129,67,
65,45,-45,62.23656499,54.10508812,-65.1093707,0.45565,0.3068,1.0888,178,118,234,196,129,238,
65,25,-5,59.26935958,21.45769876,-26.84750902,0.31465,0.2732,0.5229,181,129,158,196,141,166,
65,10,45,57.77031603,-0.518083267,35.66413821,0.24325,0.2572,0.10435,181,137,62,196,148,77,
75,-10,55,70.63933654,-26.52783823,53.31511005,0.31745,0.41665,0.12065,181,177,66,196,186,80,
80,-10,25,77.69161434,-25.26108009,15.44101115,0.41255,0.5269,0.4244,180,193,142,196,201,150,
85,0,-15,84.54296095,-0.37450101,-26.65006734,0.61725,0.65115,1.0888,177,205,237,196,212,240,
85,-5,-5,83.87196371,-9.220343944,-27.80695912,0.5684,0.6382,1.0888,178,207,215,196,214,220,
85,-25,50,83.35285293,-43.28616192,44.66884619,0.43375,0.6283,0.27635,179,215,105,196,222,114,
85,-30,75,82.88682343,-50.17930746,78.20015148,0.40435,0.6195,0.107,180,216,38,196,224,55,
100,-5,30,84.72278215,-51.43769064,84.84472302,0.4262,0.65465,0.09535,255,250,187,196,230,3,
90,-20,15,89.97992054,-32.85978173,-1.839580852,0.57935,0.7626,0.85565,178,229,189,196,236,196,
90,-40,90,89.11590266,-57.53420967,88.59619942,0.47055,0.7441,0.1082,188,245,0,196,243,0,
100,-5,30,91.95786724,-62.43978615,96.1242466,0.49725,0.8061,0.09925,255,250,187,196,250,1,
40,70,55,37.58998402,44.5740272,39.67010739,0.1591,0.0986,0.01995,199,0,0,197,0,5,
40,70,50,35.3212572,49.05576625,40.43350092,0.1501,0.0866,0.0151,198,0,16,197,0,21,
100,-5,30,40.13080782,67.115628,-48.15656525,0.22445,0.1133,0.41435,255,250,187,197,1,160,
100,-5,30,36.35705784,51.15270669,12.20503709,0.1613,0.09195,0.06475,255,250,187,197,5,68,
45,70,-15,38.54222121,61.4117613,-31.14632775,0.1982,0.10395,0.267,182,17,122,197,32,132,
45,65,0,37.91412487,56.94039984,-15.85805434,0.18415,0.1004,0.17535,182,28,97,197,43,109,
45,60,20,37.11474085,50.83024249,4.245845565,0.1665,0.096,0.09065,182,36,64,197,50,78,
50,70,-40,44.58934776,71.06387155,-62.8003376,0.2788,0.1425,0.6369,181,44,179,197,58,187,
50,65,-30,44.24010132,64.73992957,-51.17145264,0.25955,0.14005,0.50715,181,51,162,197,64,170,
55,75,-65,52.55322444,87.97104098,-81.80478545,0.4287,0.2064,1.0888,179,58,241,197,71,246,
50,55,-5,42.13886725,52.75592476,-24.85919781,0.21225,0.1259,0.26645,182,61,118,197,74,128,
50,45,35,39.7400163,40.35204902,20.42054202,0.168,0.11095,0.059,182,70,50,197,83,64,
55,60,-40,50.23369788,64.56817727,-64.83991592,0.32615,0.18615,0.78105,181,74,192,197,87,201,
55,55,-30,49.19147015,57.99956353,-53.91480529,0.2962,0.1775,0.6261,182,78,173,197,91,183,
60,60,-55,57.71769469,72.16072419,-72.9005264,0.4507,0.25665,1.0888,179,91,238,197,103,242,
55,30,65,46.84301757,22.2275115,43.5689977,0.19145,0.159,0.037,192,102,0,197,108,0,
55,30,60,47.04001892,21.32732684,48.85861206,0.19135,0.1605,0.02915,182,96,7,197,108,21,
60,25,25,51.60463794,18.0720009,10.99687981,0.22535,0.19795,0.1601,182,114,90,197,126,102,
60,20,50,51.09997852,12.0437377,40.63183481,0.2079,0.19355,0.05755,182,117,44,197,128,57,
65,40,-35,61.33800527,45.38149635,-62.81023874,0.41305,0.29635,1.02715,180,121,214,197,132,220,
65,30,-15,60.3288652,27.98243333,-37.24584187,0.3459,0.2849,0.65515,181,127,177,197,138,184,
65,20,10,57.8848664,14.23156904,-8.006638418,0.28,0.2584,0.3378,182,132,128,197,143,140,
65,15,25,57.98005442,5.68255333,12.92174243,0.25995,0.2594,0.205,182,135,101,197,146,113,
65,10,50,57.86579933,-0.343452412,43.88472691,0.2446,0.2582,0.07915,182,137,56,197,148,68,
70,35,-40,67.87295079,42.94833677,-55.39146415,0.5031,0.378,1.0888,179,140,240,197,150,244,
70,15,0,64.49955342,11.00020228,-21.21574075,0.3488,0.3342,0.55755,181,150,161,197,160,170,
70,5,30,64.34671089,-6.411621615,19.09801639,0.2986,0.3323,0.23185,182,155,105,197,165,116,
70,0,50,64.35074052,-12.96661304,45.57059959,0.2817,0.33235,0.10935,181,157,67,197,167,79,
75,25,-35,73.57472461,31.8777303,-45.56081963,0.5552,0.46045,1.0888,179,161,246,197,170,249,
75,5,5,71.38836745,-2.329839086,-13.07690694,0.39885,0.42755,0.59755,180,171,168,197,180,174,
75,-5,35,70.99828145,-18.85126862,27.15329369,0.34345,0.42185,0.2523,181,175,110,197,184,119,
80,15,-30,79.31981395,20.74326241,-35.65549318,0.6113,0.55485,1.0888,178,182,252,197,190,254,
