BinNo,Dsno,Distance
2175,19850,3.118958679
2176,15543,2.254869445
2177,15501,3.098037194
2178,21163,2.372388684
2179,25120,1.73955457
2180,24332,2.749731869
2181,26478,2.037696521
2182,26219,2.2092798
2183,26136,0.720896313
2184,31536,2.894488467
2185,8520,3.747928185
2186,6591,3.54500352
2187,8694,2.737499673
2188,6590,1.753726023
2189,8392,3.508442782
2190,8432,2.466086749
2191,8345,3.112012072
2192,8304,2.497912769
2193,10451,1.571976539
2194,16336,2.449189681
2195,10102,2.433752872
2196,16292,2.524003752
2197,10059,2.925307169
2198,10016,2.767570255
2199,12076,3.104241877
2200,11859,2.459073335
2201,18138,2.455915343
2202,14051,2.5948875
2203,18048,2.195340361
2204,13659,2.393220898
2205,13617,0.464028839
2206,19940,2.454902021
2207,15851,1.460154272
2208,15417,1.955058899
2209,17520,1.795093697
2210,17175,3.094072743
2211,21339,3.570438
2212,23228,3.752748577
2213,20989,2.6170008
2214,20902,2.701665767
2215,22618,2.480605852
2216,24896,2.463986149
2217,24765,3.279588478
2218,26787,3.016520951
2219,26348,1.02506223
2220,28062,2.468606708
2221,31705,2.102672727
2222,33814,3.246527483
2223,8390,3.231053391
2224,6591,3.074338846
2225,6807,2.921995161
2226,6721,1.916611496
2227,8738,3.37820353
2228,6589,1.908853712
2229,6547,1.506484197
2230,8519,2.51136169
2231,8345,2.657807067
2232,8258,1.919416325
2233,10319,1.067677034
2234,18228,2.647420736
2235,11901,2.06660378
2236,18183,1.276679284
2237,13919,2.425956698
2238,13616,2.297779493
2239,13617,2.906302447
2240,15675,1.874286577
2241,15414,0.558477378
2242,17172,2.335319887
2243,19232,1.273984263
2244,19059,2.812006956
2245,18972,1.570461021
2246,18932,3.346391621
2247,20732,2.579308967
2248,26391,2.144641138
2249,26133,2.062072335
2250,28322,2.568978246
2251,27975,2.479457958
2252,6632,2.637638698
2253,10715,2.272481591
2254,6677,1.974138903
2255,6806,3.531049751
2256,4788,2.763783508
2257,6546,2.578358555
2258,4790,2.924873948
2259,10627,1.822030681
2260,6631,1.516593624
2261,6545,2.447889973
2262,8389,0.958736147
2263,8301,2.691643723
2264,10494,2.552387442
2265,10145,1.316838761
2266,10103,2.455219159
2267,12250,1.734911502
2268,11987,2.811049504
2269,11945,1.749315227
2270,11815,2.280135378
2271,13617,0.92696315
2272,17695,3.0284886
2273,17214,2.423207563
2274,24460,2.752717051
2275,26609,0.859960686
2276,27935,1.459472108
2277,30210,1.64369605
2278,31880,3.241240483
2279,31792,3.025735408
2280,12515,1.648237001
2281,10670,3.311155737
2282,10671,1.33925931
2283,8565,1.670143825
2284,6545,3.974497604
2285,8348,1.915803194
2286,10408,3.733740508
2287,10277,3.416031712
2288,8389,2.613855862
2289,12339,2.13525554
2290,10232,2.938906636
2291,10189,1.988148422
2292,11903,2.080491995
2293,15896,3.080901297
2294,13833,3.043619235
2295,13702,2.245191533
2296,13616,2.87991104
2297,13617,0.552385973
2298,15895,2.113580363
2299,15373,1.935833216
2300,17433,3.189794439
2301,21428,2.971580507
2302,19363,2.955419684
2303,19190,3.263586119
2304,19102,3.202102048
2305,18932,3.046881366
2306,20732,2.54771091
2307,22578,2.248526604
2308,24419,2.386865438
2309,24379,2.494915301
2310,28498,2.954179045
2311,30345,3.467031194
2312,29862,1.05266724
2313,29776,2.307955237
2314,29737,2.881007394
2315,32102,2.9613017
2316,33384,1.864727623
2317,6633,1.74026761
2318,8521,2.364874612
2319,6635,1.979427675
2320,8695,2.341055739
2321,6634,2.455570979
2322,6591,1.398675886
2323,6633,1.775010897
2324,6547,2.918146991
2325,8303,2.759247245
2326,10364,3.199806501
2327,10149,2.841909144
2328,12295,2.990396935
2329,12119,2.131425215
2330,11861,2.960947023
2331,13745,1.572849117
2332,15588,3.525334459
2333,15502,1.472411467
2334,17345,2.83730274
2335,17302,1.937014309
2336,17218,3.137235182
2337,23318,2.321419147
2338,22618,2.723338514
2339,24678,2.375991029
2340,28279,1.259827081
2341,28149,2.437820245
2342,31577,3.017073838
2343,33383,3.004995872
2344,35569,3.365009371
2345,10496,1.891499487
2346,8609,2.54041042
2347,6591,1.10946377
2348,6591,2.049831755
2349,8522,2.227222719
2350,8435,2.750377388
2351,8347,2.811079691
2352,10452,2.546594005
2353,12428,2.4631664
2354,8346,2.437425711
2355,8303,2.292092273
2356,10146,3.139632882
2357,10104,0.46495843
2358,11860,2.28666269
2359,14139,1.759147692
2360,13964,2.053193272
2361,13660,2.119962578
2362,15764,1.888369071
2363,15590,2.762644603
2364,15460,2.208185985
2365,15419,2.472596977
2366,19583,2.932899382
2367,17563,2.955173197
2368,18973,1.679954165
2369,23097,3.186864254
2370,21121,3.673973204
2371,20860,3.357070928
2372,24591,2.742982125
2373,24548,2.424805336
2374,26261,1.960639544
2375,26175,2.254095542
2376,26135,2.255593024
2377,28192,2.106057724
2378,31663,3.194203828
2379,10540,2.57322888
2380,6589,1.810577717
2381,6546,2.423166363
2382,8564,2.839406817
2383,6590,2.227485661
2384,12472,3.013243971
2385,8520,2.565073199
2386,8388,1.855931419
2387,8303,1.997857145
2388,10276,2.193321184
2389,14183,3.241966881
2390,10103,1.889397539
2391,12032,1.647352879
2392,11988,3.244326133
2393,11946,2.300305509
2394,11858,2.895524906
2395,11861,2.09364781
2396,13658,0.635434452
2397,15939,2.80617336
2398,15373,1.967209303
2399,17215,1.856421824
2400,19015,2.186029097
2401,22577,3.33575674
2402,24940,1.651239674
2403,24378,1.709657709
2404,26832,1.562352201
2405,27935,2.13509647
2406,35481,2.467998985
2407,35394,3.884465775
2408,8478,3.122804981
2409,6632,2.75494396
2410,14536,2.680429223
2411,14580,2.350912014
2412,6634,1.917052446
2413,6591,1.776024291
2414,6720,2.837101709
2415,6589,3.091918523
2416,12559,1.353070209
2417,10540,2.446934044
2418,12515,2.78933017
2419,8432,2.559689906
2420,8346,2.470228304
2421,8347,2.534464249
2422,10407,1.787639633
2423,10233,1.911984607
2424,12427,2.509793827
2425,10189,1.515648946
2426,10102,2.51246603
2427,10059,1.802013807
2428,12163,2.494437459
2429,13617,2.398581786
2430,21471,3.114613538
2431,17174,3.192312059
2432,19276,2.25875038
2433,23363,1.245549135
2434,20776,1.722455177
2435,22703,3.143617497
2436,24809,1.982905794
2437,24375,2.740211265
2438,26522,2.514793058
2439,27976,1.461889546
2440,30123,2.516728437
2441,29905,1.297998694
2442,6547,3.10379163
2443,8608,0.661997216
2444,12647,1.406841649
2445,12648,1.665553261
2446,6632,3.04045403
2447,6547,2.494987128
2448,8519,2.051189093
2449,8347,1.929699504
2450,14183,2.824349432
2451,11859,2.337792719
2452,14008,2.696054884
2453,13831,2.778674307
2454,13746,1.2768091
2455,17827,2.980146803
2456,15503,1.768821213
2457,19627,3.052999408
2458,15416,1.26996359
2459,19407,2.875014168
2460,18975,2.632694033
2461,20989,3.927412674
2462,20946,2.640358677
2463,20730,3.262376818
2464,24462,2.914180946
2465,24379,2.516283448
2466,26136,2.621526906
2467,28063,2.194574614
2468,29738,1.635712734
2469,8390,2.810505606
2470,16516,1.273390588
2471,6678,2.587768992
2472,6547,2.04878282
2473,10540,1.755834018
2474,6590,2.513759844
2475,6547,1.249548405
2476,6548,1.435161703
2477,8390,2.224341449
2478,10451,2.267308483
2479,10320,3.253336834
2480,14316,2.822522035
2481,10190,2.039354876
2482,10103,2.315627883
2483,12207,2.058865383
2484,12075,1.31951576
2485,16071,2.898362292
2486,11902,2.494780202
2487,13789,2.111014413
2488,13658,2.650524014
2489,13617,2.831511029
2490,15762,2.48902862
2491,15676,2.07139968
2492,17562,3.383224854
2493,17476,2.335998884
2494,17258,2.274409596
2495,17171,2.820952528
2496,17175,1.469797343
2497,19058,2.46985218
2498,26652,2.277373035
2499,26304,1.413734999
2500,29777,1.814494932
2501,31539,2.670362428
2502,8518,3.647533069
2503,6546,1.853180341
2504,16471,2.341038307
2505,8564,2.328850098
2506,10583,2.548881209
2507,6632,1.733401143
2508,6545,3.195996007
2509,6502,3.298817477
2510,8431,3.223407735
2511,8388,1.600064824
2512,8303,2.596281276
2513,14360,2.05637218
2514,10103,1.439662765
2515,12033,2.482606946
2516,11945,1.319900249
2517,11904,2.746549894
2518,13617,1.581402818
2519,15588,2.374486774
2520,15501,1.244914236
2521,15417,2.734526729
2522,17389,2.554984755
2523,17346,2.140411493
2524,21516,2.657510823
2525,17220,2.046087705
2526,19234,2.778438741
2527,23453,2.168554436
2528,19145,2.098717913
2529,19016,2.628541461
2530,18976,2.091950778
2531,23140,2.50284986
2532,22661,3.025373771
2533,26479,2.8696884
2534,26392,2.222787636
2535,26176,1.338608226
2536,28543,1.898418912
2537,28410,1.940831472
2538,27981,2.507248926
2539,30035,1.681672931
2540,29993,3.152256215
2541,29819,3.33355859
2542,32012,2.468661521
2543,31706,1.719658711
2544,8391,2.177591828
2545,8696,2.425904723
2546,6637,2.674629033
2547,10672,3.070303776
2548,6766,3.018921147
2549,14625,1.320041949
2550,14580,1.081360393
2551,8653,2.422071679
2552,14536,1.839527831
2553,14447,2.856916048
2554,8435,2.498295446
2555,10540,1.597565092
2556,8349,3.132439374
2557,8393,2.644606168
2558,14448,3.463425898
2559,10321,0.61976931
2560,10234,1.602340803
2561,16160,2.52044957
2562,11947,1.964999489
2563,11906,2.73694005
2564,14051,1.939840711
2565,17916,2.701652297
2566,13704,1.461772781
2567,13662,2.555825581
2568,19716,3.271492466
2569,15459,1.474767826
2570,21164,2.219851522
2571,20775,2.833642175
2572,25029,2.71760764
2573,24421,3.269227172
2574,26263,1.952132391
2575,29783,2.660072769
2576,31579,3.254440251
2577,35704,3.4827652
2578,6634,2.321768987
2579,10716,0.765403966
2580,6765,3.33097299
2581,6681,2.071283333
2582,6808,2.923665102
2583,6678,2.600895366
2584,6724,1.992927911
2585,8565,1.889516711
2586,8433,3.445926477
2587,8393,2.636376443
2588,10408,2.434806067
2589,10191,2.324445182
2590,10149,2.420386457
2591,10149,2.409691968
2592,12296,2.48667863
2593,16204,1.779704738
2594,11904,2.289542467
2595,13920,1.696635702
2596,17960,3.245163921
2597,13746,2.321556744
2598,15418,1.897624886
2599,21606,1.424553936
2600,17216,2.974218119
2601,19495,3.266142511
2602,24722,2.835567784
2603,24549,3.073856804
2604,26922,2.879230418
2605,28105,1.277878469
2606,27977,1.96755267
2607,30255,2.567313211
2608,31538,3.135277147
2609,6501,2.667721223
2610,10627,0.805215601
2611,10715,3.301772294
2612,6675,3.65501992
2613,6632,3.183346659
2614,6546,1.395399495
2615,8606,2.978508193
2616,8347,1.861632549
2617,8432,2.863488544
2618,12339,2.186027453
2619,8346,1.389924013
2620,10105,2.255462289
2621,16248,1.881340639
2622,12164,1.620820734
2623,11946,1.780316024
2624,11903,1.961062901
2625,11861,2.96698227
2626,13832,2.770043652
2627,13745,2.535397904
2628,15851,2.590265884
2629,15720,2.041925186
2630,19759,2.90585386
2631,17651,2.763858048
2632,17520,2.666721337
2633,17259,2.196180204
2634,19320,3.185374158
2635,18975,2.725953655
2636,18976,1.804919384
2637,20859,2.266917258
2638,24634,3.58809208
2639,24547,3.558151124
2640,24417,3.223375186
2641,26180,3.071219145
2642,27937,1.36492991
2643,29738,2.107587252
2644,31923,2.990303526
2645,31748,2.495036609
2646,31620,2.809595692
2647,8347,1.92246804
2648,8607,2.741707064
2649,6589,2.780019471
2650,6547,2.617589689
2651,4790,2.88411958
2652,10583,2.847118934
2653,16517,2.691161301
2654,8388,2.14855765
2655,10276,2.108939575
2656,10232,3.013795981
2657,10189,2.848482083
2658,10103,2.718973132
2659,12294,3.24849721
2660,16291,2.211300079
2661,12076,1.621977786
2662,11989,2.871481547
2663,14095,2.328549797
2664,18003,2.241235507
2665,13660,2.0648011
2666,15502,0.671121096
2667,15460,0.7889462
2668,15419,2.889649845
2669,21651,1.942151271
2670,19059,1.517319815
2671,19018,3.33022228
2672,18976,2.565853872
2673,23184,2.123702777
2674,21077,2.816240608
2675,20773,3.015493932
2676,20733,2.78341158
2677,24853,2.727206943
2678,24377,2.802476613
2679,26178,3.070852447
2680,28278,2.208154079
2681,28019,2.251871265
2682,29779,3.184621772
2683,6503,2.965382794
2684,8696,2.364420243
2685,8695,2.244207928
2686,6592,2.61640622
2687,8564,1.467587564
2688,8390,2.710909944
2689,8303,2.415297806
2690,16427,3.043848256
2691,10407,2.500200996
2692,16382,2.283590605
2693,16336,3.224426111
2694,10148,1.054589042
2695,11904,1.853307092
2696,18092,3.256057725
2697,13964,2.213018866
2698,13703,1.99536776
2699,13662,1.200805485
2700,19849,3.142110126
2701,15632,1.305410961
2702,15590,1.581725459
2703,15418,2.746844342
2704,17302,1.891683211
2705,17218,1.535335103
2706,19232,2.407457445
2707,20947,3.505673525
2708,26565,2.612378267
2709,28235,0.910248345
2710,28148,2.702018999
2711,31836,1.509380424
2712,6591,2.52070331
2713,6592,1.413499167
2714,8565,1.971684466
2715,6677,2.700092488
2716,6634,3.545103685
2717,6590,2.955132488
2718,6592,2.515473719
2719,12472,2.983100439
2720,8521,1.859047408
2721,8478,1.475865802
2722,8348,2.720511725
2723,10191,0.439234633
2724,12383,1.485530165
2725,12208,2.215318153
2726,11947,0.903414795
2727,18138,0.5646154
2728,15895,3.289395058
2729,19895,2.661235388
2730,17739,2.010450884
2731,21741,2.955489503
2732,17477,2.47049332
2733,17390,2.724560939
2734,17260,2.040393623
2735,19539,1.997100729
2736,19190,2.929777749
2737,19102,2.535941839
2738,21208,2.302195436
2739,20989,2.743091016
2740,25074,3.173478207
2741,20777,2.422593017
2742,22534,2.893383857
2743,26741,3.172308303
2744,26305,1.16596427
2745,27979,2.207684604
2746,29906,1.396654269
2747,31535,3.049694191
2748,35614,3.43829887
2749,12033,1.718463313
2750,8739,1.726017354
2751,6680,2.160230558
2752,10715,2.590151961
2753,8435,2.227275771
2754,8393,2.495835821
2755,10496,0.615602857
2756,10364,2.136701222
2757,10149,1.784430677
2758,10150,2.928315773
2759,18273,2.932622257
2760,18183,2.369541029
2761,11948,2.262113012
2762,14139,2.10426964
2763,13876,2.072754273
2764,13791,2.377078829
2765,13704,1.867972816
2766,13662,2.749791941
2767,19985,2.523638928
2768,15763,1.861632281
2769,15503,1.108444725
2770,15461,2.781730974
2771,17220,2.41518433
2772,19363,2.873459563
2773,19019,2.337333252
2774,24505,2.197744243
2775,24379,2.800248577
2776,26219,1.910670396
2777,26178,3.162194087
2778,28589,2.955416025
2779,30166,1.280305519
2780,29820,2.313498017
2781,35395,2.978128319
2782,8564,3.516469161
2783,10584,1.035024839
2784,12603,1.646367028
2785,6589,2.69550559
2786,12559,2.550793764
2787,6591,1.90200156
2788,8608,1.894076776
2789,8346,0.783322145
2790,8348,1.290169624
2791,10277,2.000414159
2792,12427,2.37871865
2793,10234,2.525534335
2794,10192,2.243271576
2795,10105,1.546231608
2796,12252,2.131787667
2797,12120,0.98023579
2798,12033,1.263263186
2799,11990,1.897699192
2800,11948,1.638254455
2801,11905,2.13603089
2802,14008,1.992730318
2803,13789,2.417371973
2804,13662,2.322349106
2805,15939,3.454647541
2806,13662,3.402124431
2807,15419,1.353088368
2808,17563,2.847754619
2809,19060,2.749444684
2810,23273,2.856803957
2811,20860,2.225175018
2812,20774,1.991422072
2813,20778,2.968198772
2814,24766,3.018741413
2815,24419,2.493208697
2816,26478,2.832264905
2817,26348,2.068761933
2818,28454,2.487597074
2819,14403,1.687246652
2820,14536,2.558598285
2821,8565,2.754376215
2822,8522,2.806116535
2823,6634,3.344279044
2824,8437,2.561185151
2825,6591,3.430042842
2826,8565,4.003087361
2827,8477,3.237139787
2828,8434,1.444439289
2829,12340,2.747421294
2830,14316,1.891811956
2831,10148,1.814731455
2832,10149,2.498699263
2833,16028,2.717230209
2834,11905,2.33321798
2835,13706,2.066139935
2836,13705,1.765463011
2837,13662,3.018587758
2838,15676,1.744528659
2839,15546,2.462809259
2840,15461,1.745547077
2841,19628,2.563494968
2842,17303,1.491466386
2843,17261,2.465279081
2844,21428,2.368770954
2845,17219,1.20361794
2846,19019,2.374956104
2847,24896,2.504598566
2848,26435,1.862537783
2849,28106,1.395319181
2850,29949,2.431281888
2851,29735,3.01747181
2852,32057,2.258065892
2853,31662,2.859283716
2854,31621,3.20940002
2855,35525,2.858760507
2856,35437,3.003284557
2857,10583,3.031712996
2858,6591,3.482630899
2859,10497,2.246091182
2860,8392,2.111758827
2861,10408,1.784334069
2862,10234,2.248180234
2863,10192,3.053087878
2864,11948,2.829337648
2865,11860,2.838000475
2866,13702,2.631427428
2867,15807,1.192396691
2868,15588,2.652210484
2869,17476,2.100333224
2870,17220,1.425657436
2871,21121,2.654246253
2872,25165,2.771148046
2873,22702,3.368262918
2874,24379,2.700040004
2875,26135,2.732862025
2876,28020,1.224409559
2877,27935,1.014845455
2878,30345,2.516053291
2879,30078,2.903893328
2880,30036,2.383687077
2881,8608,2.429827459
2882,6633,2.759342485
2883,6635,2.539017169
2884,6636,0.870886527
2885,10583,1.942290557
2886,8434,1.608471688
2887,8392,1.755190856
2888,12559,2.495331914
2889,10365,1.659317543
2890,10233,2.620142818
2891,10148,2.394063552
2892,12295,2.586210381
2893,12164,1.692968768
2894,14271,3.242462337
2895,11990,1.6723071
2896,14051,2.461021885
2897,13920,0.623144671
2898,13745,2.390578515
2899,16027,3.02305195
2900,13660,3.100304706
2901,15504,2.407002773
2902,15418,1.623749947
2903,17346,1.990038176
2904,19276,3.016476675
2905,19103,1.824530356
2906,19016,2.536877461
2907,18976,1.255521101
2908,21251,3.309965946
2909,20903,2.744852021
2910,20775,2.204708124
2911,22833,2.374715755
2912,24590,3.371375049
2913,24420,3.018033626
2914,26786,2.677394626
2915,26261,1.441275165
2916,26175,1.324344071
2917,31536,2.757610777
2918,8476,2.840812623
2919,10628,2.714599853
2920,6634,2.706297415
2921,8522,2.700829504
2922,8695,2.710570383
2923,6591,2.013474058
2924,8609,2.876709128
2925,8478,2.929235788
2926,8390,0.757475802
2927,8348,1.912326001
2928,8348,2.588487882
2929,14403,3.098363869
2930,12076,2.065927191
2931,12033,1.530817917
2932,11904,1.697344133
2933,13832,2.078490887
2934,19672,2.133657915
2935,15418,2.079819557
2936,17607,2.117697688
2937,17433,2.555654389
2938,21472,2.995668042
2939,17217,1.078929409
2940,19452,2.705617397
2941,19233,1.431620096
2942,19146,2.87861317
2943,23318,2.936986668
2944,21033,2.114918269
2945,20946,3.625632009
2946,20816,2.506476961
2947,24461,2.729810091
2948,24424,3.543673208
2949,26609,1.592487823
2950,28366,1.457774765
2951,29820,2.973470285
2952,29736,1.83712378
2953,8435,2.279644804
2954,8436,2.909514865
2955,14536,0.427391865
2956,8521,3.007775339
2957,10628,2.860445566
2958,14447,2.714191171
2959,8393,2.511006219
2960,10452,1.445380401
2961,10190,1.673007835
2962,10193,2.383818858
2963,12339,1.586312443
2964,14315,2.877139444
2965,11946,2.668697128
2966,11905,1.627688945
2967,17916,2.150283761
2968,13748,2.009105647
2969,13706,2.607961884
2970,15720,0.976204433
2971,15547,2.021397434
2972,15460,0.749045761
2973,17259,2.387169312
2974,18976,1.544465331
2975,20777,1.815469976
2976,20776,2.080887162
2977,26180,0.884093183
2978,26180,2.299931993
2979,28149,1.604281047
2980,27981,2.464168959
2981,29862,1.67353863
2982,31967,2.281295545
2983,31750,2.749584809
2984,8478,1.918998298
2985,16471,2.282760644
2986,10629,3.043304446
2987,14625,2.624724584
2988,6636,2.348187648
2989,6637,1.59791941
2990,8652,2.93146057
2991,14580,1.462009664
2992,6678,3.675817715
2993,8436,1.519123647
2994,8393,0.630945414
2995,10409,2.671070443
2996,10278,2.45718202
2997,10237,2.474859949
2998,10105,2.573259237
2999,12253,2.735384655
3000,16204,2.635356504
3001,14140,2.521268267
3002,14009,2.030121911
3003,13707,2.889896264
3004,15851,2.350799797
3005,15589,2.598885581
3006,15464,1.862765748
3007,17219,1.325432109
3008,19018,1.261005719
3009,24985,2.408029866
3010,24809,2.798068465
3011,28498,1.84992498
3012,28279,1.384124078
3013,28236,3.095920264
3014,27976,2.259262136
3015,8521,2.91962654
3016,6680,2.789417006
3017,6638,0.622063165
3018,10671,2.667042924
3019,8522,2.294909601
3020,8436,2.65418285
3021,10496,1.377606422
3022,10322,2.062545788
3023,10150,2.685396096
3024,10195,2.461249267
3025,16293,3.724435006
3026,12035,2.615206973
3027,11948,2.032197005
3028,11906,2.259189723
3029,17960,3.236556251
3030,13790,1.251601793
3031,13704,2.929325669
3032,13706,2.784346057
3033,15677,0.488958498
3034,19715,3.409513917
3035,15460,1.036922088
3036,15463,2.613414125
3037,17696,2.591945695
3038,17519,3.370590078
3039,21561,1.614245521
3040,17346,1.393137624
3041,23363,2.686951692
3042,19103,1.551379184
3043,18976,1.809657921
3044,23140,2.627133948
3045,21164,2.399865091
3046,24421,3.824343135
3047,26567,3.246275871
3048,26349,2.214231661
3049,26176,1.331809395
3050,28062,2.131304118
3051,30210,2.201793666
3052,31880,2.727440637
3053,31792,1.13425221
3054,31577,2.447578529
3055,31537,2.472309414
3056,10539,1.920502297
3057,8480,3.304528959
3058,6679,2.200657289
3059,6592,2.439960504
3060,12560,3.541370738
3061,8565,2.147305038
3062,8479,2.555929683
3063,8393,2.217428122
3064,12428,2.041634471
3065,10191,1.79632592
3066,16336,2.711834341
3067,12165,2.575708736
3068,12077,1.717570588
3069,11905,2.22219168
3070,11904,2.912761707
3071,13876,1.140322636
3072,13879,2.29061398
3073,13707,1.206396744
3074,15503,3.000921584
3075,17477,2.136372275
3076,17306,2.622335756
3077,17264,2.952527377
3078,19496,3.800010351
3079,19364,3.076910428
3080,20904,2.130701327
3081,20863,3.326032491
3082,20777,2.922105718
3083,24549,2.198030709
3084,26877,2.6129553
3085,27981,0.993929789
3086,29783,2.030283245
3087,31663,2.783539837
3088,35351,2.391251932
3089,8479,3.226179817
3090,8610,2.665140172
3091,12560,2.055931011
3092,8482,3.260050356
3093,10497,3.000719557
3094,10540,2.324996787
3095,8393,3.30107456
3096,10409,1.966055355
3097,12472,3.273393537
3098,16381,1.874280004
3099,10279,1.18605226
3100,12252,2.529422739
3101,11994,2.061333122
3102,14184,2.332262193
3103,18049,2.87270647
3104,13750,1.350146277
3105,15940,2.261208736
3106,15809,2.473094287
3107,19804,2.181014658
3108,15506,0.951336374
3109,17435,2.845470218
3110,19147,2.570788802
3111,19019,2.102122629
3112,20822,1.906885194
3113,24767,3.06414737
3114,24462,3.179966845
3115,24377,3.058486153
3116,26479,2.522476204
3117,26392,3.044759789
3118,26262,1.897569142
3119,30390,1.927591355
3120,29949,1.98377259
3121,29777,1.066969187
3122,33814,2.911076849
3123,8479,1.954688934
3124,8567,1.578056119
3125,12604,2.074177415
3126,8480,1.701279422
3127,8609,1.870972524
3128,8438,2.258939255
3129,8478,3.294470008
3130,16517,2.011281693
3131,8479,1.280922334
3132,8393,0.792469797
3133,8392,2.575106254
3134,16472,1.919767705
3135,16427,2.110630934
3136,10365,2.254761206
3137,10277,2.098588332
3138,10193,1.8220915
3139,12036,3.231661817
3140,18093,1.585831991
3141,14008,3.224905273
3142,13747,2.097480843
3143,15591,2.127041357
3144,21606,1.857645103
3145,17264,2.399507898
3146,19277,2.059288453
3147,19234,2.445865013
3148,23453,0.749585817
3149,19060,2.999951032
3150,21077,1.868022574
3151,20946,3.129098918
3152,20777,2.948302669
3153,25030,2.572245623
3154,24679,3.012097958
3155,24592,2.542735277
3156,26697,1.762764242
3157,26177,2.483468602
3158,27977,1.975405712
3159,30123,2.392756954
3160,29782,1.903536597
3161,32102,2.144502566
3162,31583,3.202885699
3163,10496,2.546230837
3164,8482,2.444815371
3165,8482,3.102944415
3166,8566,1.299843821
3167,10584,3.564193147
3168,8481,1.73653429
3169,8393,3.098624541
3170,14361,3.033406146
3171,10235,1.445897161
3172,10194,3.127774851
3173,12164,2.271969607
3174,12079,2.711653501
3175,14228,2.318289767
3176,11949,1.356870583
3177,18138,1.361140317
3178,13834,1.987478773
3179,13706,3.027553095
3180,19849,2.207516673
3181,15721,1.380407409
3182,15678,2.676062859
3183,15549,2.452334559
3184,15463,1.767067041
3185,17739,3.372375958
3186,17608,2.09458963
3187,17303,2.650737953
3188,17261,1.598264361
3189,17220,2.478819255
3190,19584,3.441673629
3191,19018,1.962615408
3192,23229,2.484081344
3193,21034,2.49502859
3194,20819,3.057941701
3195,20777,2.201351333
3196,28410,0.6560307
3197,28105,2.519105903
3198,29993,2.339483851
3199,29864,2.92910148
3200,33384,2.369292749
3201,33593,3.921581034
3202,35265,3.33431237
3203,8436,2.11131787
3204,8523,1.344625958
3205,6592,3.487844079
3206,6593,3.318207325
3207,6637,2.272451264
3208,8478,2.299035684
3209,10452,2.01093039
3210,10194,3.014437955
3211,10194,2.388685241
3212,12340,1.525751026
3213,12121,1.94504574
3214,10146,2.012386096
3215,18228,1.153557995
3216,11948,2.938936753
3217,13965,2.609502983
3218,13877,1.598612247
3219,13747,2.557553766
3220,13706,1.515200179
3221,15983,2.354460431
3222,19939,2.777874802
3223,15506,2.157955627
3224,21696,2.325777286
3225,19408,1.974298243
3226,19065,3.227301734
3227,21208,2.653133145
3228,20860,2.03846456
3229,24853,3.223423586
3230,24463,3.94616532
3231,24423,3.35772508
3232,26305,1.93026439
3233,28064,2.460768903
3234,30080,2.292227138
3235,31578,2.707711298
3236,33724,2.737226077
3237,33636,2.726827415
3238,8435,2.285352382
3239,10540,2.635968116
3240,8697,1.550661104
3241,8566,2.4424774
3242,10672,1.310512316
3243,8480,2.291554727
3244,14405,3.555510257
3245,10454,0.793481948
3246,10366,2.738447823
3247,8478,2.25627227
3248,10280,3.028971317
3249,10238,2.987470351
3250,18273,1.890131244
3251,14316,1.5457457
3252,11994,3.324773663
3253,14096,2.131355955
3254,13752,3.057146743
3255,15852,0.863211977
3256,15505,2.361414246
3257,17521,1.207044233
3258,17391,2.80549656
3259,17262,1.676346066
3260,19148,2.132458614
3261,19065,2.032465459
3262,24550,3.222962032
3263,26922,2.205271434
3264,26263,1.892546564
3265,26178,3.334815011
3266,28588,2.323986366
3267,29778,2.405650379
3268,31706,2.800033348
3269,31584,2.291618201
3270,8482,1.735782068
3271,8655,2.955400585
3272,8610,2.891997957
3273,8524,1.094699583
3274,8483,1.656098042
3275,8527,2.097177361
3276,14448,3.408172976
3277,8436,3.210109009
3278,12384,2.429916906
3279,10194,1.662245804
3280,12253,2.656862613
3281,12124,3.269358752
3282,10147,2.549888314
3283,11951,2.109499351
3284,13749,4.047684394
3285,16072,2.717081863
3286,13706,2.458465723
3287,19985,2.5377303
3288,15591,2.248863704
3289,15463,2.727858295
3290,15509,2.395562393
3291,17783,2.708105884
3292,21741,2.482066148
3293,17478,1.368601721
3294,17304,0.58522058
3295,19062,2.091440987
3296,20775,2.440198886
3297,22579,2.223073165
3298,26610,2.449430551
3299,28323,2.110526106
3300,28280,2.444594767
3301,28193,2.390005078
3302,27979,2.191234825
3303,32012,0.75668441
3304,31664,2.930729889
3305,8437,2.042322551
3306,10672,3.19254261
3307,14492,2.499047376
3308,8482,2.92152507
3309,10496,1.660048626
3310,8479,3.364424524
3311,10237,3.412572914
3312,12165,2.331761674
3313,14360,1.817124008
3314,12122,2.911965334
3315,11950,2.630097295
3316,14009,2.748365628
3317,13835,1.410791233
3318,13752,2.61702326
3319,13752,3.104941676
3320,15765,1.567311923
3321,15635,2.062427991
3322,15506,2.489018689
3323,15508,2.549334783
3324,17652,0.959276039
3325,17263,1.167897176
3326,21473,2.972704377
3327,19320,3.22866346
3328,19278,1.418565449
3329,19191,2.226066292
3330,19021,0.626401012
3331,23273,2.307270816
3332,21121,3.413410825
3333,20948,2.688003418
3334,25120,2.834584952
3335,24810,2.938316396
3336,24593,3.248234169
3337,26741,2.312778767
3338,26393,2.318452088
3339,30300,2.475513358
